Source URL,Title,Volume,Issue,Month,Year,Abstract,Authors1,Authors2,Authors3,Authors4,Authors5,Authors6,Authors7
https://doi.org/10.2307/2297144,Models and Estimation of Disequilibrium for Centrally Planned Economies,Volume 49,Issue 1,January,1982,The planned level of output is an important variable in modelling Centrally Planned Economies and the present paper discusses several disequilibrium models in which the plan level is an endogenous variable. A key relationship in such a model is the plan-adjustment equation which is the counterpart of the usual price-adjustment equation employed in models of free economies. Seemingly minor differences in assumptions lead to markedly different econometric models. The coherency properties of these are studied and several likelihood functions are derived. The most complex of the models includes both endogenous plan levels and endogenous prices.,Wojciech Charemza,Richard E. Quandt,,,,,
https://doi.org/10.2307/2297145,Achieving Macroeconomic Goals,Volume 49,Issue 1,January,1982,Two basic approaches to using dynamic econometric models to formulate macroeconomic policy are generally in use. These are: invertible transfer function methodology and optimal control methodology. In this paper a technique for determining dynamic growth paths is presented. The result of the application of this technique is the synthesis of the two approaches into a single approach yielding a policy with more desirable characteristics than was previously possible. An example of the use of this synthesis technique using Pindyck's model is presented.,Mike O'Brien,,,,,,
https://doi.org/10.2307/2297146,Inventory and Price Behaviour,Volume 49,Issue 1,January,1982,"The point of this paper is that inventory adjustment attenuates downward pressure on price when realized demand is low because firms accumulate inventory hold-overs, speculating that demand will be stronger in the succeeding period. When realized demand is high the firm draws down its inventories until a “stock-out” occurs and price rises to clear the market.",Patricia B. Reagan,,,,,,
https://doi.org/10.2307/2297147,Nonbinary Social Choice: An Impossibility Theorem,Volume 49,Issue 1,January,1982,"This paper contains a generalization of the General Possibility Theorem to situations where choice over two-element (more generally, “small”) sets is not possible. The analysis is developed in terms of the social choice function formulation rather than the social welfare function approach. In this formulation, assumptions concerning the size of sets of feasible alternatives are explicit, allowing the role of these assumptions in inducing impossibility results to be explored.",David M. Grether,Charles R. Plott,,,,,
https://doi.org/10.2307/2297148,Testing for Sample Selection Bias,Volume 49,Issue 1,January,1982,"A simple regression test of the null hypothesis of no sample selection bias has been suggested by J. J. Heckman. Because of its computational simplicity, this test is widely used by applied researchers. This paper shows that Heckman's test is equivalent to the Lagrange multiplier test of the null hypothesis. This allows us to readily deduce that the simple regression test also has desirable large sample properties.",Angelo Melino,,,,,,
https://doi.org/10.2307/2297268,Imperfect Price Discrimination and Welfare,Volume 49,Issue 2,April,1982,"We develop a model in which a monopolist uses differences across consumers in their valuation of time to imperfectly price discriminate. Though it is customary to analyse price discrimination problems by the calculus of variations after postulating a continuum of types, we assume a finite number of types and exploit the geometry and duality of the contract set and the structure of the programming specification. We analyse in detail the qualitative properties of the model's solution and show by construction that our results exhaust the implications of the model for equilibrium contract pairs.",Raymond Chiang,Chester S. Spatt,,,,,
https://doi.org/10.2307/2297269,The Comparison of Multi-Dimensioned Distributions of Economic Status,Volume 49,Issue 2,April,1982,"The literature on inequality measurement has been largely concerned with single-dimensioned indicators. This paper explores some of the issues which arise when there are several dimensions to inequality, and these are not readily reduced to a single index, concentrating particularly on the two-dimensioned case. We make use of results on multi-variate stochastic dominance in portfolio theory, extending these and applying them to the measurement of inequality. The use of the dominance conditions is illustrated by an application to the international distribution of income and life expectancy.",A. B. Atkinson,F. Bourguignon,,,,,
https://doi.org/10.2307/2297270,Search and Consumer Theory,Volume 49,Issue 2,April,1982,"A consumer faces list prices for commodities, but can buy one at a discount. Discounts vary randomly between sellers. The number of quotations sought depends on list prices, search costs and wealth. This function is homogeneous of degree zero, and, provided some sufficient conditions are satisfied, is; increasing in wealth; decreasing in search cost; independent of the list price of the discounted commodity if indirect utility is multiplicatively separable; increasing in the list price if the commodity is a necessity; increasing in the list price of substitutes. Slutsky's equation is generalized to include search.",R. Manning,P. B. Morgan,,,,,
https://doi.org/10.2307/2297271,Wage Determination and Efficiency in Search Equilibrium,Volume 49,Issue 2,April,1982,"Using a simple search technology and the Nash bargaining solution, the paper derives the steady state equilibrium negotiated wage as a function of the equilibrium unemployment and vacancy rates. For this wage, the lifetime expected present discounted value of earnings of a new worker is compared with the social marginal product of a new worker. These are not generally equal implying inefficient incentives for labour mobility.",Peter A. Diamond,,,,,,
https://doi.org/10.2307/2297272,A Generalized Model of Pricing for Homogeneous Goods under Imperfect Information,Volume 49,Issue 2,April,1982,"This paper generalizes the model developed in Wilde and Schwartz (1979) to allow downward sloping demand curves and u-shaped average cost curves. It shows that the basic qualitative conclusions of Wilde and Schwartz still hold. Moreover, it shows that the critical proportion of comparison shoppers needed to generate a competitive equilibrium falls as demand becomes more elastic or average costs become more inelastic. Finally, it shows that when imperfect information generates non-competitive outcomes, they are bounded below, in welfare terms, by the monopolistically competitive equilibrium.",Asha Sadanand,Louis Wilde,,,,,
https://doi.org/10.2307/2297273,The Inefficiency of the Stock Market Equilibrium,Volume 49,Issue 2,April,1982,"This paper establishes that when there is not a complete set of markets but more than one commodity the stock market equilibrium will not in general be a constrained Pareto optimum. The economy will lack both the property of exchange and production efficiency. Necessary conditions which must be satisfied if the economy is to be a constrained Pareto optimum for all technologies are derived; if all individuals have identical, homothetic indifference maps, then either there must be unitary price elasticities (so there is no effective risk) or all individuals must have the same degree of risk aversion (so there is no trade on the stock market).",Joseph E. Stiglitz,,,,,,
https://doi.org/10.2307/2297274,“Learning by Doing” and “Investment in Training”: A Synthesis of Two “Rival” Models of the Life Cycle,Volume 49,Issue 2,April,1982,"This paper provides a theoretical synthesis of recent discussions of “learning by doing” and “investment in training” as alternative forms of human capital accumulation. These theoretical notions relate to essentially different phenomena; in particular, pace Becker and Mincer, “investment in training” does not completely encompass “learning by doing”. The paper then develops a model in which human capital accumulation occurs via both “training” and “learning by doing”. The joint training-learning model, since it is more general then “pure” models in which all accumulation occurs via either training or learning, avoids certain restrictive and seemingly implausible implications of either kind of “pure” model. However, the joint model also has implications that, while compatible with stylized facts about the life cycle, are sharper than those of either kind of pure model. (For example, the joint model implies that market time and earnings must rise early in the life cycle, while neither pure model without “corners” does so.) Finally, the notion of learning by doing provides a rationale for an empirical finding that has recently received attention, to the effect that the rate of depreciation of human capital is not constant, but rather depends on the extent to which it is used in market activities.",Mark R. Killingsworth,,,,,,
https://doi.org/10.2307/2297275,The Estimation and Interpolation of Inequality Measures,Volume 49,Issue 2,April,1982,Alternative methods of computing estimates of inequality measures from grouped data are critically examined in terms of their theoretical and empirical properties. The use of a simple “split-histogram” technique of interpolation is explained and supported. Theoretical and empirical support is also provided for the “⅓/⅔ rule”—a simple computational procedure for a point estimate of an inequality measure derived from its standard grouping bounds.,Frank A. Cowell,Fatemeh Mehta,,,,,
https://doi.org/10.2307/2297276,Risk Aversion and Optimal Trade Restrictions,Volume 49,Issue 2,April,1982,"If the representative consumer of a country is risk averse then the choice of trade controls must take account of their effects on the fluctuations of domestic real income. If the world price of the importable is uncertain and risk aversion is high then the optimal policy for achieving a ceiling on expected imports involves a reduction in imports and a rise in the domestic price as the world price falls. Moreover, a quota is superior to a tariff in achieving the ceiling. Under domestic uncertainty, a tariff is superior to a quota but it could be optimal to reduce the domestic price as imports increase.",Leslie Young,James E. Anderson,,,,,
https://doi.org/10.2307/2297277,Determinateness of the Utility Function: Revisiting a Controversy of the Thirties,Volume 49,Issue 2,April,1982,"It has been alleged that, contrary to the assumptions in Pareto's Manual, the ability to compare first-differences of utility implies cardinality. It is shown here that the validity of this theorem hinges critically on the framework of analysis. In the framework of the thirties it is valid because of the implicit use of an ‘unrestricted domain’ assumption. In the modern choice-theoretic context it is not in general true but it becomes valid if utility functions are continuous and are defined on a connected topological space.",Kaushik Basu,,,,,,
https://doi.org/10.2307/2297278,Monopolistic Competition in a Large Economy with Differentiated Commodities: A Correction,Volume 49,Issue 2,April,1982,"In Hart (1979), a model of monopolistic competition in a large economy with differentiated commodities was developed. In this model, firms had a choice whether to set up or not. One feature of the model was that free entry of firms was not assumed. Barriers to entry were captured by assuming that there was a large (generally, infinite) set of potential firms F. Corresponding to each f ∊ F, there was a firm (called “firm f”) with a production set Y(f). Each firm had a set-up cost associated with it. Only very weak conditions were placed on the set F and the production set mapping Y(·), so that in particular the case where different firms could produce a commodity on different terms was allowed for. The economy was made large by replicating the consumer sector, keeping the production sector, i.e. the set of potential firms F, fixed. The number of operating firms in equilibrium generally increased, however, since in view of the set-up costs there was “room” for more firms in a large economy.",Oliver D. Hart,,,,,,
https://doi.org/10.2307/2297359,A Theory of Wage Dynamics,Volume 49,Issue 3,July,1982,"A dynamic, equilibrium model of long term (implicit) labour contracts under incomplete but symmetric information is developed. Workers are assumed to be risk averse and of unknown ability or productivity. Risk neutral firms learn, as do workers, about each worker's productivity by observing the worker's output over time. It is shown that equilibrium contracts provide for wages which never decline with age and increase only when the worker's market value increases above his current wage. In addition to characterizing the equilibrium wage contract, we also derive some of its implications for the behaviour of aggregate wages across various groups of workers. These implications explain some findings in the recent empirical literature on age-earnings profiles. In particular our model can explain why earnings may be positively related to experience even after controlling for productivity, as some empirical studies have indicated.",Milton Harris,Bengt Holmstrom,,,,,
https://doi.org/10.2307/2297360,Estimation of a Labour Supply Model with Censoring Due to Unemployment and Underemployment,Volume 49,Issue 3,July,1982,"This study proposes and implements a method of labour supply estimation which is appropriate when the sample contains unemployed and underemployed workers. The estimation method consists of excluding unemployed and underemployed workers from the sample and then using (to avoid selection bias) an extension of Heckman's approach to the case where two correlated selection rules generate the sample. Hausman's specification test is then used to determine whether ignoring constrained workers has led to biases in traditional labour supply estimates, and the empirical results suggest that previous estimates of several important parameters are biased. Since the biases go in the direction that would be predicted by the hypothesis that the unemployed and underemployed are constrained, the results support this hypothesis.",John C. Ham,,,,,,
https://doi.org/10.2307/2297361,Some Approaches to the Correction of Selectivity Bias,Volume 49,Issue 3,July,1982,This article addresses the issue of specification of econometric selectivity models and suggests approaches for the correction of selectivity bias. Our approaches provide ways to specify selectivity models without the assumption of multinormal distribution. Some flexible function forms for the correction of selectivity bias in the regression equation are derived. All the models considered can be estimated by simple consistent two stage methods. Our approaches provide simple procedures for the testing of selectivity bias without imposing restrictive distributional assumptions and also tests for the normality assumption.,Lung-Fei Lee,,,,,,
https://doi.org/10.2307/2297362,Information and Incentives: The Agency Information Problem,Volume 49,Issue 3,July,1982,"This paper considers the use of imperfect information for risk sharing and incentive purposes when perfect observation of actions and outcomes is impossible, making complete contracting infeasible. The incentive-insurance problem is defined to consist of two parts: the choice of an information system and the design of a sharing rule based on the information system. A generalized agency model is formulated to analyse this problem. The agency models of Ross (1973a, b), Wilson (1968), Stiglitz (1974), Mirrlees (1976), Harris and Raviv (1979), Holmström (1979) a.o. appear as special cases of the generalized model. The analysis focuses on the value of information in the agency information problem. The set of information systems which are valuable—i.e. improve risk sharing and incentives in a Pareto sense—is characterized. A problem-independent ranking of information systems for the agency information problem is then characterized under the assumption that the agent's preferences are additive in money and actions. The ranking may be viewed as a generalization of Blackwell's ranking of information systems for decision problems, to this particular game. When the agent's risk preferences depend on his choice of action, on the other hand, it is shown that the Blackwell ranking may be invalid. Randomized incentive schemes are shown to be efficient when the incentive effect of risk is positive and sufficiently large relative to the absolute risk aversion of the partners.",Frøystein Gjesdal,,,,,,
https://doi.org/10.2307/2297363,Price Discrimination Based On Imperfect Information: Necessary and Sufficient Conditions,Volume 49,Issue 3,July,1982,"Usually, the information a buyer requires in order to obtain the lowest price must be produced at a cost depending on the efficiency with which the buyers gather information. Thus, a suitable price dispersion enables a monopolist to split up the market to permit a more profitable price discrimination. In this paper, necessary and sufficient conditions for the existence of a non-trivial profit maximizing price dispersion are considered. Furthermore, the relationship between statistical properties of the set of consumers' characteristics and this existence problem are studied.",Hans Wiesmeth,,,,,,
https://doi.org/10.2307/2297364,True and Spurious Duration Dependence: The Identifiability of the Proportional Hazard Model,Volume 49,Issue 3,July,1982,Lancaster and Nickell (1980) have argued that in the proportional hazard model the effects of time dependence (true duration dependence) and unobserved sample heterogeneity (spurious duration dependence) cannot be distinguished. We show that both effects can be distinguished if the model allows for observed explanatory variables in the hazard. We also discuss the application of our result to practical situations.,Chris Elbers,Geert Ridder,,,,,
https://doi.org/10.2307/2297365,Integrability of Incomplete Systems of Demand Functions,Volume 49,Issue 3,July,1982,The problem of integrating back from an incomplete set of demand functions to a utility function is considered. Conditions permitting local integrability are analogous to those which arise in local integrability theorems for complete systems. But the analysis of the global integrability of incomplete systems differs markedly from that of complete systems.,Larry G. Epstein,,,,,,
https://doi.org/10.2307/2297366,Stochastic Dominance and the Investment Horizon With Riskless Assets,Volume 49,Issue 3,July,1982,"This paper analyses the relationship between the efficient sets of investment portfolios and the investment holding period. Investors are allowed to hold risky assets as well as the riskless asset. The main result is that dominance in each period implies dominance in the multiperiod case. This finding holds with respect to first, second and third degree stochastic dominance. The riskless interest rate may vary from one period to another without changing the results of this paper.",Haim Levy,Azriel Levy,,,,,
https://doi.org/10.2307/2297367,Implementation of Democratic Social Choice Functions,Volume 49,Issue 3,July,1982,"A social choice function is said to be implementable if and only if there exists a game form such that for all preference profiles an equilibrium strategy n-tuple exists and any equilibrium strategy n-tuples of the game yield outcomes in the social choice set. A social choice function is defined to be minimally democratic if and only if whenever there exists an alternative which is ranked first by n − 1 voters and is no lower than second for the last voter, then the social choice must be uniquely that alternative. No constraints are placed on the social choice function for other preference profiles.",John A. Ferejohn,David M. Grether,Richard D. McKelvey,,,,
https://doi.org/10.2307/2297368,Some Properties of Topological Social Choice Functions,Volume 49,Issue 3,July,1982,"This study explores the meaning, some basic implications, and the reasonableness, of adding a modium of topological structure to social choice functions. Only very elementary topological ideas are used, and no previous knowledge of them is required.",Maurice McManus,,,,,,
https://doi.org/10.2307/2297369,Stability of the Neumann Ray in a Dynamic Leontief System with Finite Forecast Horizons,Volume 49,Issue 3,July,1982,"This paper considers whether the dynamic stability of the steady-state growth path, deduced in various models under the assumption of perfect foresight, can be sustained if foresight is imperfect. Using a dynamic Leontief system as the framework and measuring the degrees of goodness of foresight by the length of the forecast horizon, the paper derives an affirmative answer. The result can also be interpreted as asserting that the Neumann ray serves as a turnpike for a rolling plan of a long planning horizon.",Hajime Hori,,,,,,
https://doi.org/10.2307/2297370,Approximate Equilibria with Bounds Independent of Preferences,Volume 49,Issue 3,July,1982,"We prove the existence of approximate equilibria in exchange economies, giving bounds on the excess demand in terms of the number of traders and norms of the endowments, but independent of the preferences.",Robert M. Anderson,M. Ali Khan,Salim Rashid,,,,
https://doi.org/10.2307/2297371,Testing Linear versus Logarithmic Regression Models: A Comment,Volume 49,Issue 3,July,1982,"In a recent article, Aneuryn-Evans and Deaton propose asymptotic formulae for analysing Monte Carlo studies of the Cox statistics for testing non-nested hypotheses. This note shows the invalidity of those formulae by demonstrating that, in general, the Cox statistics do not have a singular joint asymptotic distribution.",Neil R. Ericsson,,,,,,
https://doi.org/10.2307/2297282,An Equilibrium Analysis of Wage—Productivity Gaps,Volume 49,Issue 4,October,1982,"We develop a model in which each firm chooses a hiring standard as well as a wage schedule and an application fee, we then characterize the set of Nash equilibria, and establish necessary and sufficient conditions for the existence of equilibrium. If the distribution of productivities within each ability type is Gaussian, workers who pass the test will be paid more than the value of their marginal product, while workers who fail the test will receive a wage, net of the application fee, below the value of their marginal product.",J. Luis Guasch,Andrew Weiss,,,,,
https://doi.org/10.2307/2297283,Prices and Qualities in Markets with Costly Information,Volume 49,Issue 4,October,1982,"This paper extends the seminal work of Akerlof, and Salop and Stiglitz in two directions: (i) the sellers can select both the selling prices and quality levels of their good, and (ii) the buyers can acquire price/quality information about individual sellers at a cost. We observe multiple price/quality combinations in equilibrium, which depend upon the distribution of information costs of consumers and upon whether quality, or price, or both are costly observable. Welfare comparisons of equilibrium are considered. We show that welfare will be greater when price advertising is permitted.",Yuk-Shee Chan,Hayne Leland,,,,,
https://doi.org/10.2307/2297284,Monopolistic Price Adjustment and Aggregate Output,Volume 49,Issue 4,October,1982,"This paper studies the consequences for the behaviour of aggregate output of the perception on the part of firms that changing prices is costly. The rational expectations equilibrium of an economy with many such firms is constructed. It is shown that in this economy nominal shocks have a persistent effect on aggregate output. Furthermore, the real wage is demonstrated to move procyclically in such an economy.",Julio J. Rotemberg,,,,,,
https://doi.org/10.2307/2297285,Serial Correlation and the Fixed Effects Model,Volume 49,Issue 4,October,1982,"This paper generalizes the Durbin-Watson type statistics to test the OLS residuals from the fixed effects model for serial independence. Also generalized are the tests proposed by Sargan and Bhargava for the hypothesis that the residuals form a random walk. A method for efficient estimation of the parameters is also developed. Finally, an earnings function is estimated using the Michigan Survey of Income Dynamics in order to illustrate the uses of the tests and the estimation procedures developed in this paper.",A. Bhargava,L. Franzini,W. Narendranathan,,,,
https://doi.org/10.2307/2297286,Some Non-Nested Hypothesis Tests and the Relations Among Them,Volume 49,Issue 4,October,1982,"In this paper we discuss several statistical techniques which may be used to test the validity of a possibly non-linear and multivariate regression model, using the information provided by estimating one or more alternative models on the same set of data. We first exposit, from a different perspective, the tests proposed by us in Davidson and MacKinnon (1981a), and discuss modified versions of these tests and extensions of them to the multivariate case. We then prove that all these tests, and also the tests previously proposed by Pesaran (1974) and Pesaran and Deaton (1978), based on the work of Cox (1961, 1962), are asymptotically equivalent under certain conditions. Finally, we present the results of a sampling experiment which shows that different tests can behave quite differently in small samples.",Russell Davidson,James G. Mackinnon,,,,,
https://doi.org/10.2307/2297287,Invention and Innovation Under Alternative Market Structures: The Case of Natural Resources,Volume 49,Issue 4,October,1982,"This paper examines the interactions between market structure and resource allocation over time when there is endogenous technical progress. The structures considered are a planned economy, pure monopoly, and competition with patent rights. In an efficient allocation the date of invention coincides with the date of innovation (the date at which technology is used). This is also true with a pure monopoly, but monopoly retards technical progress relative to the efficient level.",Partha Dasgupta,Richard J. Gilbert,Joseph E. Stiglitz,,,,
https://doi.org/10.2307/2297288,Trade and Protection with Multistage Production,Volume 49,Issue 4,October,1982,"This paper analyses trade in manuf acutured goods that are produced via a vertical production structure with many stages, where some value is added at each to an intermediate product to yield a good-in-process ready for the next stage. We consider the stage at which a good is traded to be an economically endogenous variable, with comparative advantage determining the pattern of production specialization by stages across countries. We study how endowment changes and policy shifts move the margin of comparative advantage, which thus provides a channel for resource allocation adjustment that is additional to the usual ones of factor substitution and changes in the quantity of output.",Avinash K. Dixit,Gene M. Grossman,,,,,
https://doi.org/10.2307/2297289,Aggregate Investment and Consistent Intertemporal Technologies,Volume 49,Issue 4,October,1982,It is frequent practice to model an industry or economy as if it were a single agent solving a single optimization problem. A model of firm behavior which has had extensive use as an aggregative model is the adjustment cost model of investment.,Charles Blackorby,William Schworm,,,,,
https://doi.org/10.2307/2297290,Aggregate Production Functions Revisited: The Mobility of Capital and the Rigidity of Thought,Volume 49,Issue 4,October,1982,"Past work on aggregation of production functions has focused on aggregation over firms where technology is embodied in fixed capital. This paper shows that much of the stringency of the necessary conditions for aggregation resides in the nature of aggregation over firms and not in the immobility of capital. Roughly, when capital is mobile, aggregation is permitted for any group of factors under the union of the conditions which otherwise applied to aggregation of fixed or aggregation of movable factors, respectively. No truly new conditions appear. The results are also interpreted in terms of output aggregation.",Franklin M. Fisher,,,,,,
https://doi.org/10.2307/2297291,A Note on Incentives in Large Economies,Volume 49,Issue 4,October,1982,Nash equilibria of anonymous and efficient mechanisms are studied in economies with a continuum of traders. Conditions are given under which some or all the Nash equilibria of such mechanisms yield competitive allocations. Particular attention is payed to the case of direct mechanisms where the truth constitutes a Nash equilibrium.,Paul Champsaur,Guy Laroque,,,,,
https://doi.org/10.2307/2297292,On the Sign of the Optimum Marginal Income Tax,Volume 49,Issue 4,October,1982,"This paper studies a central aspect of optimal income taxation as modelled in Mirrlees' original paper on the topic (identical leisure/consumption preferences, qualitatively homogeneous “skills” in production), namely, whether given concave utilitarianism alone the optimal marginal income tax will be non-negative. A well-known positive answer to this question (in weak inequality form) was given in the said paper which, however, we show requires additive separability of Individual utility (in the ordinal and cardinal senses). Our main result here is to derive the required (strict) positivity of the marginal tax under weak conditions, slightly wider than noninferiority of consumption and leisure, with preferences otherwise arbitrary.",Jesus Seade,,,,,,
https://doi.org/10.2307/2297293,Ambiguities in the Sign of Excess Effective Demand by Firms,Volume 49,Issue 4,October,1982,"Can we state that at a given Benassy Fixprice Allocation z* there is, say, excess effective demand for a commodity? It turns out that in productive economies there may be ambiguities in the sign of excess effective demand: different effective demand vectors with different signs, may be compatible with z*. We prove: (a) no ambiguity exists if intermediate goods are ruled out and if all firms in the long side of a market perceive binding constraints; (b) in any case one can always select a vector of effective demands yielding minimal sets of buyer's and seller's markets.",Joaquim Silvestre,,,,,,
https://doi.org/10.2307/2297296,Catastrophic Walrasian Equilibrium from the Non-Walrasian Viewpoint: A Three-good Macroeconomic Example,Volume 49,Issue 4,October,1982,"A Walrasian equilibrium is catastrophic from the non-Walrasian viewpoint if some small deviation from the Walrasian prices produces only non-Walrasian equilibrium allocations a long way from the Walrasian allocation. A precise account of this phenomenon is given for a class of three good, single household private ownership production economies.",Paul Madden,,,,,,
https://doi.org/10.2307/2297185,Input Price Shocks and the Slowdown in Economic Growth: The Case of U.K. Manufacturing,Volume 49,Issue 5,December,1982,"This paper provides a theoretical and empirical analysis of the effects of input price shocks on economic growth, with a focus on United Kingdom manufacturing in the 1970s. The theoretical model predicts a discrete decline in output and productivity after an input price rise, and a longer-run slowdown in productivity growth, real wage growth, and capital accumulation. These features characterize the United Kingdom and most other OECD economies after 1973. The empirical results confirm the important role of input prices in recent U.K. adjustment, but also point to an important role for other supply and demand factors.",Michael Bruno,Jeffrey Sachs,,,,,
https://doi.org/10.2307/2297186,Causes of the Current Stagflation,Volume 49,Issue 5,December,1982,"Since 1975 labour slack has been unusually high in the OECD countries, and yet inflation has not diminished. The less favourable mix of unemployment and rate of change of inflation (which we call stagflation) is explained by a fall in the feasible rate of growth of real wages unmatched by a reduction in the constant term in Phillips curve. To investigate this mechanism, conventional wage and price equations are estimated for 19 countries and then used for simulation. Stagflation has been caused in roughly equal amounts by rising relative import prices and by the fall in the rate of productivity growth. In the basic model the Phillips curve is assumed not to adapt to falls in feasible real wage growth, but in a final section an adaptive wage equation is estimated, which confirms that the process of adaptation is slow.",D. Grubb,R. Jackman,R. Layard,,,,
