Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Full Author,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author 11,Author 12,Author 13,Author 14,Author 15,Author 16,Author 17,Author 18,Author 19,Author 20,Author 21,Author 22,Author 23,Author 24,Author 25,Author 26,Author 27,Author 28,Author 29,Author 30,scraped
https://www.jstor.org/stable/45217217,NONPARAMETRIC INFERENCE ON STATE DEPENDENCE IN UNEMPLOYMENT,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"This paper is about measuring state dependence in dynamic discrete outcomes. I develop a nonparametric dynamic potential outcomes (DPO) model and propose an array of parameters and identifying assumptions that can be considered in this model. I show how to construct sharp identified sets under combinations of identifying assumptions by using a flexible linear programming procedure. I apply the analysis to study state dependence in unemployment for working age high school educated men using an extract from the 2008 Survey of Income and Program Participation (SIPP). Using only non-parametric assumptions, I estimate that state dependence accounts for at least 30-40% of the four-month persistence in unemployment among high school educated men.",Alexander Torgovitsky,Alexander Torgovitsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217218,HOW DESTRUCTIVE IS INNOVATION?,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"Entrants and incumbents can create new products and displace the products of competitors. Incumbents can also improve their existing products. How much of aggregate productivity growth occurs through each of these channels? Using data from the U.S. Longitudinal Business Database on all nonfarm private businesses from 1983 to 2013, we arrive at three main conclusions: First, most growth appears to come from incumbents. We infer this from the modest employment share of entering firms (defined as those less than 5 years old). Second, most growth seems to occur through improvements of existing varieties rather than creation of brand new varieties. Third, own-product improvements by incumbents appear to be more important than creative destruction. We infer this because the distribution of job creation and destruction has thinner tails than implied by a model with a dominant role for creative destruction.","Daniel Garcia-Macia, Chang-Tai Hsieh and Peter J. Klenow",Daniel Garcia-Macia,Chang-Tai Hsieh,Peter J. Klenow,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217219,FIXED-EFFECT REGRESSIONS ON NETWORK DATA,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"This paper considers inference on fixed effects in a linear regression model estimated from network data. An important special case of our setup is the two-way regression model. This is a workhorse technique in the analysis of matched data sets, such as employer-employee or student-teacher panel data. We formalize how the structure of the network affects the accuracy with which the fixed effects can be estimated. This allows us to derive sufficient conditions on the network for consistent estimation and asymptotically valid inference to be possible. Estimation of moments is also considered. We allow for general networks and our setup covers both the dense and the sparse case. We provide numerical results for the estimation of teacher value-added models and regressions with occupational dummies.",Koen Jochmans and Martin Weidner,Koen Jochmans,Martin Weidner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217220,VALUING PEACE: THE EFFECTS OF FINANCIAL MARKET EXPOSURE ON VOTES AND POLITICAL ATTITUDES,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"Can participation in financial markets lead individuals to reevaluate the costs of conflict, change their political attitudes, and even their votes? Prior to the 2015 Israeli elections, we randomly assigned Palestinian and Israeli financial assets to likely voters and incentivized them to actively trade for up to 7 weeks. No political messages or nonfinancial information were included. The treatment systematically shifted vote choices toward parties more supportive of the peace process. This effect is not due to a direct material incentive to vote a particular way. Rather, the treatment reduces opposition to concessions for peace and changes awareness of the broader economic risks of conflict. While participants who were assigned Palestinian assets are more likely to associate their assets' performance with peace, they are less engaged in the experiment. Combined with the superior performance of Israeli stocks during the study period, the ultimate effects of Israeli and Palestinian assets are similar.",Saumitra Jha and Moses Shayo,Saumitra Jha,Moses Shayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217221,RECURSIVE CONTRACTS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"We obtain a recursive formulation for a general class of optimization problems with forward-looking constraints which often arise in economic dynamic models, for example, in contracting problems with incentive constraints or in models of optimal policy. In this case, the solution does not satisfy the Bellman equation. Our approach consists of studying a recursive Lagrangian. Under standard general conditions, there is a recursive saddle-point functional equation (analogous to a Bellman equation) that characterizes a recursive solution to the planner's problem. The recursive formulation is obtained after adding a co-state variable μt summarizing previous commitments reflected in past Lagrange multipliers. The continuation problem is obtained with μt playing the role of weights in the objective function. Our approach is applicable to characterizing and computing solutions to a large class of dynamic contracting problems.",Albert Marcet and Ramon Marimon,Albert Marcet,Ramon Marimon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217222,TRADING NETWORKS WITH FRICTIONS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"We show how frictions and continuous transfers jointly affect equilibria in a model of matching in trading networks. Our model incorporates distortionary frictions such as transaction taxes and commissions. When contracts are fully substitutable for firms, competitive equilibria exist and coincide with outcomes that satisfy a cooperative solution concept called trail stability. However, competitive equilibria are generally neither stable nor Pareto-efficient.","Tamás Fleiner, Ravi Jagadeesan, Zsuzsanna Jankó and Alexander Teytelboym",Tamás Fleiner,Ravi Jagadeesan,Zsuzsanna Jankó,Alexander Teytelboym,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217223,"ENDOWMENTS, EXCLUSION, AND EXCHANGE","Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"We propose a new solution for discrete exchange economies and resource-allocation problems, the exclusion core. The exclusion core rests upon a foundational idea in the legal understanding of property, the right to exclude others. By reinterpreting endowments as a distribution of exclusion rights, rather than as bundles of goods, our analysis extends to economies with qualified property rights, joint ownership, and social hierarchies. The exclusion core is characterized by a generalized top trading cycle algorithm in a large class of economies, including those featuring private, public, and mixed ownership. It is neither weaker nor stronger than the strong core.",Ivan Balbuzanov and Maciej H. Kotowski,Ivan Balbuzanov,Maciej H. Kotowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217224,MARKET SELECTION WITH DIFFERENTIAL FINANCIAL CONSTRAINTS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"We analyze financial markets in which agents face differential constraints on the set of assets in which they can trade. In particular, the assets available to each agent span a partition of the state space that can be strictly coarser than the partition spanned by the assets available in the market. We first show that the existence of differential constraints has an impact on prices and allocations as compared to a complete financial market with unconstrained agents. We consider the implications for survival, taking the work of Blume and Easley (2006) as a starting point. We show that whenever agents have identical correct beliefs and equal discount factors, and their partitions are nested, all agents survive. When agents have heterogeneous beliefs, differential constraints may allow agents with wrong beliefs to survive. Provided constraints are relevant (in a sense we define more precisely), the condition for an agent to survive is that his survival index is at least as large as that of the agents with finer partitions. We also study the impact of deregulation (an increase in the set of assets available to some agents). Unless the agent can adopt beliefs that are closer to the truth on the newly refined partition than those of less constrained agents, increasing his opportunities for trade might harm his chances for survival.",Ani Guerdjikova and John Quiggin,Ani Guerdjikova,John Quiggin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217225,MAXIMALITY IN THE FARSIGHTED STABLE SET,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,"Harsanyi (1974) and Ray and Vohra (2015) extended the stable set of von Neumann and Morgenstern to impose farsighted credibility on coalitional deviations. But the resulting farsighted stable set suffers from a conceptual drawback: while coalitional moves improve on existing outcomes, coalitions might do even better by moving else-where. Or other coalitions might intervene to impose their favored moves. We show that every farsighted stable set satisfying some reasonable and easily verifiable properties is unaffected by the imposition of these stringent maximality constraints. The properties we describe are satisfied by many, but not all, farsighted stable sets.",Debraj Ray and Rajiv Vohra,Debraj Ray,Rajiv Vohra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45217226,"EXCLUSION RESTRICTIONS IN DYNAMIC BINARY CHOICE PANEL DATA MODELS: COMMENT ON ""SEMIPARAMETRIC BINARY CHOICE PANEL DATA MODELS WITHOUT STRICTLY EXOGENOUS REGRESSORS""","Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,"Songnian Chen, Shakeeb Khan and Xun Tang",Songnian Chen,Shakeeb Khan,Xun Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172343,AN EQUILIBRIUM MODEL OF THE AFRICAN HIV/AIDS EPIDEMIC,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"Twelve percent of the Malawian population is HIV infected. Eighteen percent of sexual encounters are casual. A condom is used a third of the time. To analyze the Malawian epidemic, a choice-theoretic general equilibrium search model is constructed. In the developed framework, people select between different sexual practices while knowing the inherent risk. The calibrated model is used to study several policy interventions, namely, ART, circumcision, better condoms, and the treatment of other STDs. The efficacy of public policy depends upon the induced behavioral changes and equilibrium effects. The framework complements the insights from epidemiological studies and small-scale field experiments.","Jeremy Greenwood, Philipp Kircher, Cezar Santos and Michèle Tertilt",Jeremy Greenwood,Philipp Kircher,Cezar Santos,Michèle Tertilt,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172344,PREFERENCES FOR TRUTH-TELLING,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"Private information is at the heart of many economic activities. For decades, economists have assumed that individuals are willing to misreport private information if this maximizes their material payoff. We combine data from 90 experimental studies in economics, psychology, and sociology, and show that, in fact, people lie surprisingly little. We then formalize a wide range of potential explanations for the observed behavior, identify testable predictions that can distinguish between the models, and conduct new experiments to do so. Our empirical evidence suggests that a preference for being seen as honest and a preference for being honest are the main motivations for truth-telling.","Johannes Abeler, Daniele Nosenzo and Collin Raymond",Johannes Abeler,Daniele Nosenzo,Collin Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172345,THE MACROECONOMIC IMPACT OF MICROECONOMIC SHOCKS: BEYOND HULTEN'S THEOREM,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"We provide a nonlinear characterization of the macroeconomic impact of microeconomic productivity shocks in terms of reduced-form nonparametric elasticities for efficient economies. We also show how microeconomic parameters are mapped to these reduced-form general equilibrium elasticities. In this sense, we extend the foundational theorem of Hulten (1978) beyond the first order to capture nonlinearities. Key features ignored by first-order approximations that play a crucial role are: structural microeconomic elasticities of substitution, network linkages, structural microeconomic returns to scale, and the extent of factor reallocation. In a business-cycle calibration with sectoral shocks, nonlinearities magnify negative shocks and attenuate positive shocks, resulting in an aggregate output distribution that is asymmetric (negative skewness), fattailed (excess kurtosis), and has a negative mean, even when shocks are symmetric and thin-tailed. Average output losses due to short-run sectoral shocks are an order of magnitude larger than the welfare cost of business cycles calculated by Lucas (1987). Nonlinearities can also cause shocks to critical sectors to have disproportionate macroeconomic effects, almost tripling the estimated impact of the 1970s oil shocks on world aggregate output. Finally, in a long-run growth context, nonlinearities, which underpin Baumol's cost disease via the increase over time in the sales shares of low-growth bottleneck sectors, account for a 20 percentage point reduction in aggregate TFP growth over the period 1948-2014 in the United States.",David Rezza Baqaee and Emmanuel Farhi,David Rezza Baqaee,Emmanuel Farhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172346,RETIREMENT FINANCING: AN OPTIMAL REFORM APPROACH,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"We study Pareto optimal policy reforms aimed at overhauling retirement financing as an integral part of the tax and transfer system. Our framework for policy analysis is a heterogeneous-agent overlapping-generations model that performs well in matching the aggregate and distributional features of the U.S. economy. We present a test of Pareto optimality that identifies the main source of inefficiency in the status quo policies. Our test suggests that lack of asset subsidies late in life is the main source of inefficiency when annuity markets are incomplete. We solve for Pareto optimal policy reforms and show that progressive asset subsidies provide a powerful tool for Pareto optimal reforms. On the other hand, earnings tax reforms do not always yield efficiency gains. We implement our Pareto optimal policy reform in an economy that features demographic change. The reform reduces the present discounted value of net resources consumed by each generation by about 7 to 11 percent in the steady state. These gains amount to a one-time lump-sum transfer to the initial generation equal to 10.5 percent of GDP.",Roozbeh Hosseini and Ali Shourideh,Roozbeh Hosseini,Ali Shourideh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172347,INFERENCE IN GROUP FACTOR MODELS WITH AN APPLICATION TO MIXED-FREQUENCY DATA,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"We derive asymptotic properties of estimators and test statistics to determine—in a grouped data setting—common versus group-specific factors. Despite the fact that our test statistic for the number of common factors, under the null, involves a parameter at the boundary (related to unit canonical correlations), we derive a parameterfree asymptotic Gaussian distribution. We show how the group factor setting applies to mixed-frequency data. As an empirical illustration, we address the question whether Industrial Production (IP) is still the dominant factor driving the U.S. economy using a mixed-frequency data panel of IP and non-IP sectors. We find that a single common factor explains 89% of IP output growth and 61% of total GDP growth despite the diminishing role of manufacturing.","E. Andreou, P. Gagliardini, E. Ghysels and M. Rubin",E. Andreou,P. Gagliardini,E. Ghysels,M. Rubin,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172348,MEASURING GROUP DIFFERENCES IN HIGH-DIMENSIONAL CHOICES: METHOD AND APPLICATION TO CONGRESSIONAL SPEECH,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"We study the problem of measuring group differences in choices when the dimensionality of the choice set is large. We show that standard approaches suffer from a severe finite-sample bias, and we propose an estimator that applies recent advances in machine learning to address this bias. We apply this method to measure trends in the partisanship of congressional speech from 1873 to 2016, defining partisanship to be the ease with which an observer could infer a congressperson's party from a single utterance. Our estimates imply that partisanship is far greater in recent years than in the past, and that it increased sharply in the early 1990s after remaining low and relatively constant over the preceding century.","Matthew Gentzkow, Jesse M. Shapiro and Matt Taddy",Matthew Gentzkow,Jesse M. Shapiro,Matt Taddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172349,A NON-BAYESIAN THEORY OF STATE-DEPENDENT UTILITY,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"Many decision situations involve two or more of the following divergences from subjective expected utility: imprecision of beliefs (or ambiguity), imprecision of tastes (or multi-utility), and state dependence of utility. This paper proposes and characterizes a model of uncertainty averse preferences that can simultaneously incorporate all three phenomena. The representation supports a principled separation of (imprecise) beliefs and (potentially state-dependent, imprecise) tastes. Moreover, the representation permits comparative statics separating the roles of beliefs and tastes, and is modular: it easily delivers special cases involving various combinations of the phenomena, as well as state-dependent multi-utility generalizations covering popular ambiguity models.",Brian Hill,Brian Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172350,EQUIVALENCE OF STOCHASTIC AND DETERMINISTIC MECHANISMS,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"We consider a general social choice environment that has multiple agents, a finite set of alternatives, independent types, and atomless type distribution. We show that for any Bayesian incentive compatible mechanism, there exists an equivalent deterministic mechanism that (1) is Bayesian incentive compatible; (2) delivers the same interim expected allocation probabilities and the same interim expected utilities for all agents; and (3) delivers the same ex ante expected social surplus. This result holds in settings with a rich class of utility functions, multidimensional types, interdependent valuations, and in settings without monetary transfers. To prove our result, we develop a novel methodology of mutual purification, and establish its link with the mechanism design literature.","Yi-Chun Chen, Wei He, Jiangtao Li and Yeneng Sun",Yi-Chun Chen,Wei He,Jiangtao Li,Yeneng Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172351,STRONG DUALITY IN MONOPOLY PRICING,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"The main result in Daskalakis, Deckelbaum, and Tzamos (2017) establishes strong duality in the monopoly problem with an argument based on transportation theory. We provide a short, alternative proof using linear programming.",Andreas Kleiner and Alejandro Manelli,Andreas Kleiner,Alejandro Manelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
https://www.jstor.org/stable/45172352,CONFIDENCE INTERVALS FOR PROJECTIONS OF PARTIALLY IDENTIFIED PARAMETERS,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,"We propose a bootstrap-based calibrated projection procedure to build confidence intervals for single components and for smooth functions of a partially identified parameter vector in moment (in)equality models. The method controls asymptotic coverage uniformly over a large class of data generating processes. The extreme points of the calibrated projection confidence interval are obtained by extremizing the value of the function of interest subject to a proper relaxation of studentized sample analogs of the moment (in)equality conditions. The degree of relaxation, or critical level, is calibrated so that the function of θ, not θ itself, is uniformly asymptotically covered with prespecified probability. This calibration is based on repeatedly checking feasibility of linear programming problems, rendering it computationally attractive. Nonetheless, the program defining an extreme point of the confidence interval is generally nonlinear and potentially intricate. We provide an algorithm, based on the response surface method for global optimization, that approximates the solution rapidly and accurately, and we establish its rate of convergence. The algorithm is of independent interest for optimization problems with simple objectives and complicated constraints. An empirical application estimating an entry game illustrates the usefulness of the method. Monte Carlo simulations confirm the accuracy of the solution algorithm, the good statistical as well as computational performance of calibrated projection (including in comparison to other methods), and the algorithm's potential to greatly accelerate computation of other confidence intervals.","Hiroaki Kaido, Francesca Molinari and Jörg Stoye",Hiroaki Kaido,Francesca Molinari,Jörg Stoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
