Source URL,Title,Long Volume,Issue Vol.,Issue No.,Month,Year,Abstract,Full Author,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author 11,Author 12,Author 13,Author 14,Author 15,Author 16,Author 17,Author 18,Author 19,Author 20,Author 21,Author 22,Author 23,Author 24,Author 25,Author 26,Author 27,Author 28,Author 29,Author 30
https://www.jstor.org/stable/45217217,NONPARAMETRIC INFERENCE ON STATE DEPENDENCE IN UNEMPLOYMENT,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Alexander Torgovitsky,Alexander Torgovitsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217218,HOW DESTRUCTIVE IS INNOVATION?,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,"Daniel Garcia-Macia, Chang-Tai Hsieh and Peter J. Klenow",Daniel Garcia-Macia,Chang-Tai Hsieh,Peter J. Klenow,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217219,FIXED-EFFECT REGRESSIONS ON NETWORK DATA,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Koen Jochmans and Martin Weidner,Koen Jochmans,Martin Weidner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217220,VALUING PEACE: THE EFFECTS OF FINANCIAL MARKET EXPOSURE ON VOTES AND POLITICAL ATTITUDES,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Saumitra Jha and Moses Shayo,Saumitra Jha,Moses Shayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217221,RECURSIVE CONTRACTS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Albert Marcet and Ramon Marimon,Albert Marcet,Ramon Marimon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217222,TRADING NETWORKS WITH FRICTIONS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,"Tamás Fleiner, Ravi Jagadeesan, Zsuzsanna Jankó and Alexander Teytelboym",Tamás Fleiner,Ravi Jagadeesan,Zsuzsanna Jankó,Alexander Teytelboym,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217223,"ENDOWMENTS, EXCLUSION, AND EXCHANGE","Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Ivan Balbuzanov and Maciej H. Kotowski,Ivan Balbuzanov,Maciej H. Kotowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217224,MARKET SELECTION WITH DIFFERENTIAL FINANCIAL CONSTRAINTS,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Ani Guerdjikova and John Quiggin,Ani Guerdjikova,John Quiggin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217225,MAXIMALITY IN THE FARSIGHTED STABLE SET,"Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,Debraj Ray and Rajiv Vohra,Debraj Ray,Rajiv Vohra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45217226,"EXCLUSION RESTRICTIONS IN DYNAMIC BINARY CHOICE PANEL DATA MODELS: COMMENT ON ""SEMIPARAMETRIC BINARY CHOICE PANEL DATA MODELS WITHOUT STRICTLY EXOGENOUS REGRESSORS""","Vol. 87, No. 5, September 2019",Vol. 87,No. 5,September,2019,,"Songnian Chen, Shakeeb Khan and Xun Tang",Songnian Chen,Shakeeb Khan,Xun Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172343,AN EQUILIBRIUM MODEL OF THE AFRICAN HIV/AIDS EPIDEMIC,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,"Jeremy Greenwood, Philipp Kircher, Cezar Santos and Michèle Tertilt",Jeremy Greenwood,Philipp Kircher,Cezar Santos,Michèle Tertilt,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172344,PREFERENCES FOR TRUTH-TELLING,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,"Johannes Abeler, Daniele Nosenzo and Collin Raymond",Johannes Abeler,Daniele Nosenzo,Collin Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172345,THE MACROECONOMIC IMPACT OF MICROECONOMIC SHOCKS: BEYOND HULTEN'S THEOREM,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,David Rezza Baqaee and Emmanuel Farhi,David Rezza Baqaee,Emmanuel Farhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172346,RETIREMENT FINANCING: AN OPTIMAL REFORM APPROACH,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Roozbeh Hosseini and Ali Shourideh,Roozbeh Hosseini,Ali Shourideh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172347,INFERENCE IN GROUP FACTOR MODELS WITH AN APPLICATION TO MIXED-FREQUENCY DATA,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,"E. Andreou, P. Gagliardini, E. Ghysels and M. Rubin",E. Andreou,P. Gagliardini,E. Ghysels,M. Rubin,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172348,MEASURING GROUP DIFFERENCES IN HIGH-DIMENSIONAL CHOICES: METHOD AND APPLICATION TO CONGRESSIONAL SPEECH,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,"Matthew Gentzkow, Jesse M. Shapiro and Matt Taddy",Matthew Gentzkow,Jesse M. Shapiro,Matt Taddy,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172349,A NON-BAYESIAN THEORY OF STATE-DEPENDENT UTILITY,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Brian Hill,Brian Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172350,EQUIVALENCE OF STOCHASTIC AND DETERMINISTIC MECHANISMS,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,"Yi-Chun Chen, Wei He, Jiangtao Li and Yeneng Sun",Yi-Chun Chen,Wei He,Jiangtao Li,Yeneng Sun,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172351,STRONG DUALITY IN MONOPOLY PRICING,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,Andreas Kleiner and Alejandro Manelli,Andreas Kleiner,Alejandro Manelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172352,CONFIDENCE INTERVALS FOR PROJECTIONS OF PARTIALLY IDENTIFIED PARAMETERS,"Vol. 87, No. 4, July 2019",Vol. 87,No. 4,July,2019,,"Hiroaki Kaido, Francesca Molinari and Jörg Stoye",Hiroaki Kaido,Francesca Molinari,Jörg Stoye,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172331,A DISTRIBUTIONAL FRAMEWORK FOR MATCHED EMPLOYER EMPLOYEE DATA,"Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,"Stéphane Bonhomme, Thibaut Lamadon and Elena Manresa",Stéphane Bonhomme,Thibaut Lamadon,Elena Manresa,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172332,TRADE AND LABOR MARKET DYNAMICS: GENERAL EQUILIBRIUM ANALYSIS OF THE CHINA TRADE SHOCK,"Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,"Lorenzo Caliendo, Maximiliano Dvorkin and Fernando Parro",Lorenzo Caliendo,Maximiliano Dvorkin,Fernando Parro,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172333,THE PROBABILITY TO REACH AN AGREEMENT AS A FOUNDATION FOR AXIOMATIC BARGAINING,"Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,Lorenzo Bastianello and Marco LiCalzi,Lorenzo Bastianello,Marco LiCalzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172334,"UNDERSTANDING PREFERENCES: ""DEMAND TYPES"", AND THE EXISTENCE OF EQUILIBRIUM WITH INDIVISIBILITIES","Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,Elizabeth Baldwin and Paul Klemperer,Elizabeth Baldwin,Paul Klemperer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172335,COALITIONAL EXPECTED MULTI-UTILITY THEORY,"Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,"Kazuhiro Hara, Efe A. Ok and Gil Riella",Kazuhiro Hara,Efe A. Ok,Gil Riella,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172336,"OLD, FRAIL, AND UNINSURED: ACCOUNTING FOR FEATURES OF THE U.S. LONG-TERM CARE INSURANCE MARKET","Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,"R. Anton Braun, Karen A. Kopecky and Tatyana Koreshkova",R. Anton Braun,Karen A. Kopecky,Tatyana Koreshkova,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172337,IDENTIFICATION WITH ADDITIVELY SEPARABLE HETEROGENEITY,"Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,Roy Allen and John Rehbeck,Roy Allen,John Rehbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172338,POWER IN HIGH-DIMENSIONAL TESTING PROBLEMS,"Vol. 87, No. 3, May 2019",Vol. 87,No. 3,May,2019,,Anders Bredahl Kock and David Preinerstorfer,Anders Bredahl Kock,David Preinerstorfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172318,ESTIMATION OF AN EQUILIBRIUM MODEL WITH EXTERNALITIES: POST-DISASTER NEIGHBORHOOD REBUILDING,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Chao Fu and Jesse Gregory,Chao Fu,Jesse Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172319,TAKE THE SHORT ROUTE: EQUILIBRIUM DEFAULT AND DEBT MATURITY,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,"Mark Aguiar, Manuel Amador, Hugo Hopenhayn and Iván Werning",Mark Aguiar,Manuel Amador,Hugo Hopenhayn,Iván Werning,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172320,INSURGENCY AND SMALL WARS: ESTIMATION OF UNOBSERVED COALITION STRUCTURES,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Francesco Trebbi and Eric Weese,Francesco Trebbi,Eric Weese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172321,"ENGELS LAW IN THE GLOBAL ECONOMY: DEMAND-INDUCED PATTERNS OF STRUCTURAL CHANGE, INNOVATION, AND TRADE","Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Kiminori Matsuyama,Kiminori Matsuyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172322,MECHANISMS WITH EVIDENCE: COMMITMENT AND ROBUSTNESS,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,"Elchanan Ben-Porath, Eddie Dekel and Barton L. Lipman",Elchanan Ben-Porath,Eddie Dekel,Barton L. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172323,PEER-CONFIRMING EQUILIBRIUM,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Elliot Lipnowski and Evan Sadler,Elliot Lipnowski,Evan Sadler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172324,MEASURABLE SELECTION FOR PURELY ATOMIC GAMES,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Ziv Hellman and Yehuda John Levy,Ziv Hellman,Yehuda John Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172325,TRADING VOTES FOR VOTES. A DYNAMIC THEORY,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Alessandra Casella and Thomas Palfrey,Alessandra Casella,Thomas Palfrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172326,THE INTERVAL STRUCTURE OF OPTIMAL DISCLOSURE,"Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Yingni Guo and Eran Shmaya,Yingni Guo,Eran Shmaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172327,"ON HECKITS, LATE, AND NUMERICAL EQUIVALENCE","Vol. 87, No. 2, March 2019",Vol. 87,No. 2,March,2019,,Patrick Kline and Christopher R. Walters,Patrick Kline,Christopher R. Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172299,FROM AGGREGATE BETTING DATA TO INDIVIDUAL RISK PREFERENCES,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,"Pierre-André Chiappori, Bernard Salanié, François Salanié and Amit Gandhi",Pierre-André Chiappori,Bernard Salanié,François Salanié,Amit Gandhi,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172300,EQUILIBRIA UNDER KNIGHTIAN PRICE UNCERTAINTY,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,Patrick Beissner and Frank Riedel,Patrick Beissner,Frank Riedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172301,STABLE MATCHING IN LARGE ECONOMIES,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,"Yeon-Koo Che, Jinwoo Kim and Fuhito Kojima",Yeon-Koo Che,Jinwoo Kim,Fuhito Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172302,THE MYOPIC STABLE SET FOR SOCIAL ENVIRONMENTS,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,"Thomas Demuynck, P. Jean-Jacques Herings, Riccardo D. Saulle and Christian Seel",Thomas Demuynck,P. Jean-Jacques Herings,Riccardo D. Saulle,Christian Seel,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172303,OPTIMAL DEVELOPMENT POLICIES WITH FINANCIAL FRICTIONS,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,Oleg Itskhoki and Benjamin Moll,Oleg Itskhoki,Benjamin Moll,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172304,"SOCIAL NETWORKS, REPUTATION, AND COMMITMENT: EVIDENCE FROM A SAVINGS MONITORS EXPERIMENT","Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,Emily Breza and Arun G. Chandrasekhar,Emily Breza,Arun G. Chandrasekhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172305,CAREER AND FAMILY DECISIONS: COHORTS BORN 1935-1975,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,"Zvi Eckstein, Michael Keane and Osnat Lifshitz",Zvi Eckstein,Michael Keane,Osnat Lifshitz,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172306,"PRECAUTIONARY SAVINGS, ILLIQUID ASSETS, AND THE AGGREGATE CONSEQUENCES OF SHOCKS TO HOUSEHOLD INCOME RISK","Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,"Christian Bayer, Ralph Luetticke, Lien Pham-Dao and Volker Tjaden",Christian Bayer,Ralph Luetticke,Lien Pham-Dao,Volker Tjaden,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172307,"OPTIMAL TAXATION, MARRIAGE, HOME PRODUCTION, AND FAMILY LABOR SUPPLY","Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,George-Levi Gayle and Andrew Shephard,George-Levi Gayle,Andrew Shephard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/45172308,CONSISTENT PSEUDO-MAXIMUM LIKELIHOOD ESTIMATORS AND GROUPS OF TRANSFORMATIONS,"Vol. 87, No. 1, January 2019",Vol. 87,No. 1,January,2019,,"C. Gouriéroux, A. Monfort and J-M. Zakoïan",C. Gouriéroux,A. Monfort,J-M. Zakoïan,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955321,NONPARAMETRIC ANALYSIS OF RANDOM UTILITY MODELS,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,Yuichi Kitamura and Jörg Stoye,Yuichi Kitamura,Jörg Stoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955322,THE SORTED EFFECTS METHOD: DISCOVERING HETEROGENEOUS EFFECTS BEYOND THEIR AVERAGES,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,"Victor Chernozhukov, Iván Fernández-Val and Ye Luo",Victor Chernozhukov,Iván Fernández-Val,Ye Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955323,IDENTIFYING EFFECTS OF MULTIVALUED TREATMENTS,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,Sokbae Lee and Bernard Salanié,Sokbae Lee,Bernard Salanié,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955324,MONTE CARLO CONFIDENCE SETS FOR IDENTIFIED SETS,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,"Xiaohong Chen, Timothy M. Christensen and Elie Tamer",Xiaohong Chen,Timothy M. Christensen,Elie Tamer,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955325,SURPRISED BY THE HOT HAND FALLACY? A TRUTH IN THE LAW OF SMALL NUMBERS,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,Joshua B. Miller and Adam Sanjurjo,Joshua B. Miller,Adam Sanjurjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955326,AGGREGATING ELASTICITIES: INTENSIVE AND EXTENSIVE MARGINS OF WOMEN'S LABOR SUPPLY,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,"Orazio Attanasio, Peter Levell, Hamish Low and Virginia Sánchez-Marcos",Orazio Attanasio,Peter Levell,Hamish Low,Virginia Sánchez-Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955327,"THE HISTORICAL STATE, LOCAL COLLECTIVE ACTION, AND ECONOMIC DEVELOPMENT IN VIETNAM","Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,"Melissa Dell, Nathan Lane and Pablo Querubin",Melissa Dell,Nathan Lane,Pablo Querubin,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955328,THE VALUE OF REGULATORY DISCRETION: ESTIMATES FROM ENVIRONMENTAL INSPECTIONS IN INDIA,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,"Esther Duflo, Michael Greenstone, Rohini Pande and Nicholas Ryan",Esther Duflo,Michael Greenstone,Rohini Pande,Nicholas Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955329,PROVIDER INCENTIVES AND HEALTHCARE COSTS: EVIDENCE FROM LONG-TERM CARE HOSPITALS,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,"Liran Einav, Amy Finkelstein and Neale Mahoney",Liran Einav,Amy Finkelstein,Neale Mahoney,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955330,LONG MEMORY VIA NETWORKING,"Vol. 86, No. 6, November 2018",Vol. 86,No. 6,November,2018,,Susanne M. Schennach,Susanne M. Schennach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955251,SOCIAL DISCOUNTING AND INTERGENERATIONAL PARETO,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,Tangren Feng and Shaowei Ke,Tangren Feng,Shaowei Ke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955252,ROBUST MECHANISMS UNDER COMMON VALUATION,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,Songzi Du,Songzi Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955253,USING INSTRUMENTAL VARIABLES FOR INFERENCE ABOUT POLICY RELEVANT TREATMENT PARAMETERS,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,"Magne Mogstad, Andres Santos and Alexander Torgovitsky",Magne Mogstad,Andres Santos,Alexander Torgovitsky,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955254,EXPRESSIVE VOTING AND ITS COST: EVIDENCE FROM RUNOFFS WITH TWO OR THREE CANDIDATES,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,Vincent Pons and Clémence Tricaud,Vincent Pons,Clémence Tricaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955255,MARKET POWER AND THE LAFFER CURVE,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,"Eugenio J. Miravete, Katja Seim and Jeff Thurk",Eugenio J. Miravete,Katja Seim,Jeff Thurk,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955256,QUANTIFYING CONFIDENCE,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,"George-Marios Angeletos, Fabrice Collard and Harris Dellas",George-Marios Angeletos,Fabrice Collard,Harris Dellas,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955257,TRADING AND INFORMATION DIFFUSION IN OVER-THE-COUNTER MARKETS,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,Ana Babus and Péter Kondor,Ana Babus,Péter Kondor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955258,OVERIDENTIFICATION IN REGULAR MODELS,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,Xiaohong Chen and Andres Santos,Xiaohong Chen,Andres Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955259,CASCADING FAILURES IN PRODUCTION NETWORKS,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,David Rezza Baqaee,David Rezza Baqaee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955260,MEASURING AMBIGUITY ATTITUDES FOR ALL (NATURAL) EVENTS,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,"Aurélien Baillon, Zhenxing Huang, Asli Selim and Peter P. Wakker",Aurélien Baillon,Zhenxing Huang,Asli Selim,Peter P. Wakker,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955261,GENERAL EQUILIBRIUM WITH UNCERTAINTY LOVING PREFERENCES,"Vol. 86, No. 5, September 2018",Vol. 86,No. 5,September,2018,,"Aloisio Araujo, Alain Chateauneuf, Juan Pablo Gama and Rodrigo Novinski",Aloisio Araujo,Alain Chateauneuf,Juan Pablo Gama,Rodrigo Novinski,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jstor.org/stable/44955988,STRATEGIC TRADING IN INFORMATIONALLY COMPLEX ENVIRONMENTS,"Vol. 86, No. 4, July 2018",Vol. 86,No. 4,July,2018,,"Nicolas S. Lambert, Michael Ostrovsky and Mikhail Panov",Nicolas S. Lambert,Michael Ostrovsky,Mikhail Panov,,,,,,,,,,,,,,,,,,,,,,,,,,,
