Source URL,Title,Issue Vol.,Issue No.,Month,Year,Abstract,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,img
https://www.journals.uchicago.edu/doi/10.1086/258374,"W. Paul Strassmann, Risk and Technological Innovation: American Manufacturing Methods during the Nineteenth Century",68,5,Oct.,1960,,Bert F. Hoselitz,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258375,"Arthur H. Cole, Business Enterprise in Its Social Setting",68,5,Oct.,1960,,Andreas G. Papandreou,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258376,"Oskar Morgenstern, International Financial Transactions and Business Cycles",68,5,Oct.,1960,,René Erbe,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258377,"Gottfried Erb and Peter Rogge, Preispolitik im teilintegrierten Markt",68,5,Oct.,1960,,Fritz Karl Mann,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258378,"Emil Küng, Zahlungsbilanzpolitik",68,5,Oct.,1960,,Paul J. Meier,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258379,"A. G. Irvine, The Balance of Payments of Rhodesia and Nyasaland, 1945-1954",68,5,Oct.,1960,,Ian G. Stewart,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258380,"Kaarlo Larna, The Money Supply, Money Flows and Domestic Product in Finland, 1910-1956",68,5,Oct.,1960,,J. William Fredrickson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258381,"J. E. D. Binney, British Public Finance and Administration, 1774-92",68,5,Oct.,1960,,H. W. Hargreaves,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258382,"Sidney Klein, The Pattern of Land Tenure Reform in East Asia after World War II",68,5,Oct.,1960,,Erich H. Jacoby,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258383,"R. P. Dore, Land Reform in Japan",68,5,Oct.,1960,,Erich H. Jacoby,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258384,"Peter Quante, Die Abwanderung aus der Landwirtschaft",68,5,Oct.,1960,,Erich H. Jacoby,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258385,"G. R. Allen, Agricultural Marketing Policies",68,5,Oct.,1960,,Geoffrey Shepherd,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258386,"David F. Cavers and James R. Nelson, Electric Power Regulation in Latin America",68,5,Oct.,1960,,C. Emery Troxel,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258387,", A Public Development Program for Thailand: Report of a Mission Organized by the International Bank for Reconstruction and Development",68,5,Oct.,1960,,T. H. Silcock,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258388,"Carlo M. Cipolla, Storia dell'economia italiana, Vol. I: Secoli settimodiciassettesimo",68,5,Oct.,1960,,Frank Spooner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258389,"Robert K. Brown, Public Housing in Action: The Record of Pittsburgh",68,5,Oct.,1960,,Richard F. Muth,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258340,The Cost of Protection and the Scientific Tariff,68,4,Aug.,1960,,Harry G. Johnson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258341,Product Differentiation and Advertising: Some Lessons from Soviet Experience,68,4,Aug.,1960,,Marshall I. Goldman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258342,Differences between the Personal Demand for Money and the Business Demand for Money,68,4,Aug.,1960,,John J. McCall,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258343,Price-Level and Money-Denomination Movements,68,4,Aug.,1960,,John J. Klein,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258344,Featherbedding: A Theoretical Analysis,68,4,Aug.,1960,,Paul A. Weinstein,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258345,The Scene of the Crime of 1873 Revisited: A Note,68,4,Aug.,1960,,Paul M. O'Leary,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258346,"Kreinin, the GATT Hypothesis, and Trade Diversion",68,4,Aug.,1960,,Sterie T. Beza,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258347,Returns to Speculators: Telser versus Keynes,68,4,Aug.,1960,,Paul H. Cootner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258348,Returns to Speculators: Reply,68,4,Aug.,1960,,Lester G. Telser,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258349,Returns to Speculators: Rejoinder,68,4,Aug.,1960,,Paul H. Cootner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258350,"Geoffrey Vickers, The Undirected Society: Essays on the Human Implications of Industrialisation in Canada",68,4,Aug.,1960,,K. E. Boulding,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258351,"Hannah Arendt, The Human Condition",68,4,Aug.,1960,,Walter A. Weisskopf,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258352,"Bernard Brodie, Strategy in the Missile Age",68,4,Aug.,1960,,Martin Shubik,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258353,"Calvin Hoover, The Economy, Liberty and the State",68,4,Aug.,1960,,Francesco Forte,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258354,"Donald Dewey, Monopoly in Economics and Law",68,4,Aug.,1960,,Jesse W. Markham,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258355,"Seymour Lipset and Reinhard Bendix, Social Mobility in Industrial Society",68,4,Aug.,1960,,M. J. Bowman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258356,"Hugh J. Aitken, John J. Deutsch, and W. A. Mackintosh, The American Economic Impact on Canada",68,4,Aug.,1960,,W. T. Easterbrook,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258357,"A. E. Safarian, The Canadian Economy in the Great Depression",68,4,Aug.,1960,,Vernon W. Malach,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258358,"John A. Stovel, Canada in the World Economy",68,4,Aug.,1960,,Gerald M. Meier,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258359,"Mark W. Leiserson, Wages and Economic Control in Norway: 1945-1957",68,4,Aug.,1960,,Dudley W. Johnson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258360,"Subimal Mookerjee, Factor Endowments and International Trade: A Study and Appraisal of the Heckscher-Ohlin Theory",68,4,Aug.,1960,,Harry G. Johnson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258361,"Giancarlo Mazzocchi, Risparmio e ciclo economico",68,4,Aug.,1960,,James Buchanan,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258320,Random Variations and Sampling Models in Production Economics,68,3,Jun.,1960,,R. A. Levine,R. B. Rainey,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258321,Labor-Market Aspects of the St. Lawrence Seaway Project,68,3,Jun.,1960,,Donald E. Cullen,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258322,"Economic Planning in the Netherlands, France, and Italy",68,3,Jun.,1960,,Stanislaw Wellisz,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258323,A Note on Relative Shares and the Elasticity of Substitution,68,3,Jun.,1960,,M. Bronfenbrenner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258324,Cost Inflation and the Income Velocity of Money: A Comment,68,3,Jun.,1960,,R. J. Ball,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258325,Cost Push Versus Demand Pull: A Reply,68,3,Jun.,1960,,Richard T. Selden,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258326,Cost Push Versus Demand Pull: Rejoinder,68,3,Jun.,1960,,R. J. Ball,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258327,George Berkeley as an Economist: A Comment,68,3,Jun.,1960,,T. W. Hutchison,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258328,George Berkeley as an Economist: Reply,68,3,Jun.,1960,,,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258329,"Joseph Dorfman, The Economic Mind in American Civilization",68,3,Jun.,1960,,A. W. Coats,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258330,"Tapas Majumdar, The Measurement of Utility",68,3,Jun.,1960,,Jerome Rothenberg,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258331,"William J. Baumol, Business Behavior, Value and Growth",68,3,Jun.,1960,,Franklin M. Fisher,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258332,"Benjamin M. Selekman, A Moral Philosophy for Management",68,3,Jun.,1960,,Howard R. Bowen,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258333,"Albert H. Imlah and P. Lamartine Yates, Economic Elements in the Pax Britannica: Studies in British Foreign Trade in the Nineteenth CenturyForty Years of Foreign Trade: A Statistical Handbook with Special Reference to Primary Products and Under-developed Countries",68,3,Jun.,1960,,Ilse Mintz,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258334,"Lewis H. Kimmel, Federal Budget and Fiscal Policy, 1789-1958",68,3,Jun.,1960,,Norman B. Ture,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258335,"Thomas V. Smith, The Agrarian Origins of Modern Japan",68,3,Jun.,1960,,Bert F. Hoselitz,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258336,"Norman Jacobs, The Origin of Modern Capitalism and Eastern Asia",68,3,Jun.,1960,,M. Bronfenbrenner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258337,"Ansley J. Coale and Edgar M. Hoover, Population Growth and Economic Development in Low-Income Countries: A Case Study of India's Prospects",68,3,Jun.,1960,,W. Lee Hansen,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258338,"Clarence Senior, Land Reform and Democracy",68,3,Jun.,1960,,Richard M. Morse,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258289,The Specie Circular and Distribution of the Surplus,68,2,Apr.,1960,"[The suspension] was the effect of necessity with the deposit banks, exhausted by vain efforts to meet the quarterly deliveries of the forty millions to be deposited with the States.","Richard H. Timberlake, Jr.",,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258290,The Second Bank of the United States and the Inflation after the War of 1812,68,2,Apr.,1960,,Leon M. Schur,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258291,"Industrial-Urban Development and Agricultural Adjustments, Tennessee Valley and Piedmont, 1939-54",68,2,Apr.,1960,,William H. Nicholls,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258292,Identical Bid Prices,68,2,Apr.,1960,,Vernon A. Mund,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258293,A Note on the Expenditure Effect of State Aid to Education,68,2,Apr.,1960,,Edward F. Renshaw,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258294,"Wage Escalators and Inflation in Denmark, 1945-55",68,2,Apr.,1960,,Dudley W. Johnson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258295,The Economics of Slavery in the Ante Bellum South: Another Comment,68,2,Apr.,1960,,John E. Moes,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258296,The Economics of Slavery in the Ante Bellum South: A Reply,68,2,Apr.,1960,,Alfred H. Conrad,John R. Meyer,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258297,"H. Theil, Economic Forecasts and Policy",68,2,Apr.,1960,,Marc Nerlove,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258298,"Rendigs Fels, American Business Cycles, 1865-1897",68,2,Apr.,1960,,James K. Kindahl,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258299,"Harold G. Moulton, Can Inflation Be Controlled?",68,2,Apr.,1960,,Warren L. Smith,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258300,"Dragoslav Avromovic and Ravi Gulhati, Debt Servicing Capacity and Postwar Growth in International Indebtedness",68,2,Apr.,1960,,Jack N. Behrman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258301,"Richard A. Musgrave, The Theory of Public Finance: A Study in Public Economy",68,2,Apr.,1960,,Martin J. Bailey,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258302,"R.W. Davies, The Development of the Soviet Budgetary System",68,2,Apr.,1960,,Herbert S. Levine,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258303,"Ernst B. Haas, The Uniting of Europe: Political, Social, and Economic Forces, 1950-1957",68,2,Apr.,1960,,Franz Gehrels,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258304,"John M. Letiche, Balance of Payments and Economic Growth",68,2,Apr.,1960,,C. P. Kindleberger,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258305,"Harold Francois Wilkinson, Etudes des initiatives internationales en vue de la stabilisation des marches des produits de base",68,2,Apr.,1960,,Boris C. Swerling,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258306,"Sydney Weintraub, A General Theory of the Price Level, Output, Income Distribution and Economic Growth",68,2,Apr.,1960,,Ralph Turvey,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258307,"Joe S. Bain, Industrial Organization",68,2,Apr.,1960,,Richard B. Heflebower,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258308,"Seymour Melman, Decision-making and Productivity",68,2,Apr.,1960,,Hy Fish,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258309,"Bernard Lavergne, L'Hegemonie du consommateur: Vers une renovation de la science economique",68,2,Apr.,1960,,M. Bronfenbrenner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258310,"Marc Nerlove, The Dynamics of Supply: Estimation of Farmers' Response to Price",68,2,Apr.,1960,,Ivan M. Lee,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258311,"John R. Meyer, Merton J. Peck, John Stenason, and Charles Zwick, The Economics of Competition in the Transportation Industries",68,2,Apr.,1960,,George H. Borts,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258312,"Rolf F. Sannwald, Jacques Stohler, and Herman F. Karreman, Economic Integration: Theoretical Assumptions and Consequences of European Integration",68,2,Apr.,1960,,Harry Johnson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258313,"Simon N. Whitney, Antitrust Policies: American Experience in Twenty Industries",68,2,Apr.,1960,,Alfred E. Kahn,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258314,"Clarence D. Long and Gertrude Bancroft, The Labor Force under Changing Income and EmploymentThe American Labor Force: Its Growth and Changing Composition",68,2,Apr.,1960,,Jacob Mincer,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258315,"Sylvester Petro, Power Unlimited--the Corruption of Union Leadership: A Report on the McClellan Committee Hearings",68,2,Apr.,1960,,Arnold R. Weber,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258316,"Stuart Jamieson, Industrial Relations in Canada",68,2,Apr.,1960,,Murray Herlihy,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258317,"Stanley H. Udy, Jr., Organization of Work: A Comparative Analysis of Production among Non-industrial Peoples",68,2,Apr.,1960,,"Edward E. LeClair, Jr.",,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258318,"Conference on Research in Income and Wealth, An Appraisal of the 1950 Census Income Data",68,2,Apr.,1960,,Alfred H. Conrad,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258260,A Method of Identifying Disturbances Which Produce Changes in Money National Income,68,1,Feb.,1960,,Jerome L. Stein,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258261,The Economic Recovery of Finland since World War II,68,1,Feb.,1960,,J. William Fredrickson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258262,French Canadians as Industrial Entrepreneurs,68,1,Feb.,1960,,Norman W. Taylor,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258263,Methodenstreit over Demand Curves,68,1,Feb.,1960,,Leland B. Yeager,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258264,The Mill-Bastable Infant-Industry Dogma,68,1,Feb.,1960,,Murray C. Kemp,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258265,Are Farmers Irrational?,68,1,Feb.,1960,,Zvi Griliches,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258266,An Exact Consumption-Loan Model of Interest: A Comment,68,1,Feb.,1960,,W. H. Meckling,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258267,"Infinity, Unanimity, and Singularity: A Reply",68,1,Feb.,1960,,Paul A. Samuelson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258268,"Infinity, Unanimity, and Singularity: Rejoinder",68,1,Feb.,1960,,W. H. Meckling,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258269,"Chandler Morse, Fact and Theory in Economics--the Testament of an Institutionalist: Collected Papers of Morris A. Copeland",68,1,Feb.,1960,,A. W. Coats,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258270,"Eric Stokes, The English Utilitarians and India",68,1,Feb.,1960,,,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258271,"J. Jewkes, D. Sawyers, and R. Stillerman, The Sources of Invention",68,1,Feb.,1960,,Zvi Griliches,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258272,"O. J. Firestone, Canada's Economic Development, 1867-1953",68,1,Feb.,1960,,G. Rosenbluth,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258273,"Henry Leibenstein, Economic Backwardness and Economic Growth",68,1,Feb.,1960,,Rudolph C. Blitz,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258274,"A. J. Youngson, Possibilities of Economic Progress",68,1,Feb.,1960,,Richard A. Easterlin,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258275,"Kenneth K. Kurihara, The Keynesian Theory of Economic Development",68,1,Feb.,1960,,Henry J. Bruton,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258276,"Choh-ming Li, Economic Development of Communist China: An Appraisal of the First Five Years of Industrialization",68,1,Feb.,1960,,Wilfred Malenbaum,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258277,"Edward Szczepanik, The Economic Growth of Hong Kong",68,1,Feb.,1960,,Douglas S. Paauw,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258278,"Bruce F. Johnston, The Staple Food Economies of Western Tropical Africa",68,1,Feb.,1960,,Philip M. Raup,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258279,"Barbu Niculescu, Colonial Planning: A Comparative Study",68,1,Feb.,1960,,I. Greaves,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258280,"Thomas C. Cochran, The Puerto Rican Businessman: A Study in Cultural Change",68,1,Feb.,1960,,Richard H. Holton,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258281,"Otto Eckstein, Water-Resource Development: The Economics of Project Evaluation",68,1,Feb.,1960,,Anthony Scott,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258282,"Roland N. McKean, Efficiency in Government through Systems Analysis on Water Resource Development",68,1,Feb.,1960,,Edward F. Renshaw,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258283,"Paul Studenski, The Income of Nations: Theory, Measurement and Analysis, Past and Present--a Study in Applied Economics and Statistics",68,1,Feb.,1960,,Edward F. Denison,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258284,"Warren C. Baum and Henry W. Ehrmann, The French Economy and the StateOrganized Business in France",68,1,Feb.,1960,,P. Madinier,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258285,"R. Kelf-Cohen, Nationalisation in Britain: The End of a Dogma",68,1,Feb.,1960,,P. Sargant Florence,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258286,"Lucy Brown, The Board of Trade and the Free-Trade Movement, 1930-42",68,1,Feb.,1960,,H. S. Gordon,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258287,"Robert S. Hartman, Die Partnerschaft von Kapital und Arbeit",68,1,Feb.,1960,,John V. Spielmans,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258574,Optimal Resource Allocation in an Imperfect Market Setting,69,6,Dec.,1961,,Albert Fishlow,Paul A. David,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258575,A Disaggregated View of Technical Change,69,6,Dec.,1961,,Benton F. Massell,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258576,The Effect of Unionization on Wages in the Transit Industry,69,6,Dec.,1961,,Melvin Lurie,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258577,The Lemon Prorate in the Long Run,69,6,Dec.,1961,,Roy J. Smith,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258578,Forces Producing Disturbances in the Value of Output,69,6,Dec.,1961,,Clark Warburton,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258579,The Report of the Commission on Money and Credit,69,6,Dec.,1961,,Karl Brunner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258580,Statistical Tests of Rival Monetary Rules: Quarterly Data Supplement,69,6,Dec.,1961,,M. Bronfenbrenner,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258581,"Maurice Allais,                L'Europe unie: Route de la prospérité             ",69,6,Dec.,1961,,Franz Gehrels,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258582,"George W. Hilton and John F. Due, The Electric Interuban Railways in America",69,6,Dec.,1961,,Jerome B. Komisar,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258535,The Valuation of Human Capital,69,5,Oct.,1961,,Burton A. Weisbrod,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258536,The Behavior of the Consumer Money Supply since World War II,69,5,Oct.,1961,,E. R. Wicker,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258537,The Lag in Effect of Monetary Policy,69,5,Oct.,1961,,Milton Friedman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258538,The Lag in Effect of Monetary Policy: Reply,69,5,Oct.,1961,,J. M. Culbertson,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258539,"Convexity Assumptions, Allocative Efficiency, and Competitive Equilibrium",69,5,Oct.,1961,,Tjalling C. Koopmans,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258540,"On Convexity, Efficiency, and Markets",69,5,Oct.,1961,,Francis M. Bator,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258541,"On Convexity, Efficiency, and Markets: A Reply",69,5,Oct.,1961,,M. J. Farrell,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258542,"On Convexity, Efficiency, and Markets: Rejoinder",69,5,Oct.,1961,,Francis M. Bator,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258543,Comments on Non-Convexity,69,5,Oct.,1961,,Jerome Rothenberg,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258544,Comments on Non-Convexity: Rejoinder,69,5,Oct.,1961,,M. J. Farrell,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258545,The Effect of Monopoly: A Correction,69,5,Oct.,1961,,David Schwartzman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258546,"Nicholas Kaldor and Nicholas Kaldor, Essays on Economic Stability and GrowthEssays on Value and Distribution",69,5,Oct.,1961,,Robert Dorfman,,,,,,
https://www.journals.uchicago.edu/doi/10.1086/258547,"Joan Robinson, Collected Economic Papers, Vol. I",69,5,Oct.,1961,,Hyman P. Minsky,,,,,,
