Source URL,Title,Volume,Issue,Month,Year,Abstract,Authors1,Authors2,Authors3,Authors4,Authors5,Authors6,Authors7
https://doi.org/10.2307/1883010,"Demand Shifting, Optimal Firm Growth, and Rule-of-Thumb Decision Making",Volume 84,Issue 2,May,1970,"I. The basic model, 217. — II. Multiplicative demand curves and steady growth expectations, 222. — III. Equilibrium solutions, 226. — IV. Nonconstant returns to scale, 230. — V. Rule-of-thumb decision making and steady growth solutions, 232. — VI. Summary and conclusions, 234.",Henry G. Grabowski,,,,,,
https://doi.org/10.2307/1883011,Incentive Pricing and Utility Regulation,Volume 84,Issue 2,May,1970,"X-Efficiency, 236. — Incentive pricing, 243. — Incentive pricing applied to regulated utilities, 244. — Calibration, 247. — The regulatory lag, 251. — Conclusion,",John G. Cross,,,,,,
https://doi.org/10.2307/1883012,"Tax Incidence, Macroeconomic Policy, and Absolute Prices",Volume 84,Issue 2,May,1970,"I. Introduction, 254. — II. The model, 255. — III. Relative prices and tax incidence, 257. — IV. The analysis of the model, 259. — V. Concluding remarks, 265.",Charles E. McLureJr,,,,,,
https://doi.org/10.2307/1883013,Price Discrimination and Product Differentiation in Economic Theory: An Early Analysis,Volume 84,Issue 2,May,1970,"I. Introduction, 268. — II. Discrimination and its degrees, 269. — III. The pure theory of discrimination and economic welfare, 271. — IV. Product differentiation, 275. — V. Conclusions, 277.",Robert B. EkelundJr,,,,,,
https://doi.org/10.2307/1883014,"Tastes, Trade, and the Comparison of Structural Interdependence",Volume 84,Issue 2,May,1970,"I. Introduction, 279. — II. Degree of interdependence determined by technology and final demand, 280. — III. Effects of the trade structure, 281. — IV. Standardization for technology and for domestic demand, 283. — V. Results and conclusions, 285.",Ephraim Kleiman,,,,,,
https://doi.org/10.2307/1883015,The Lag in the Effect of Monetary Policy on Income and Interest Rates,Volume 84,Issue 2,May,1970,"I. Introduction, 288. — II. Monetary changes, interest rates, and national income, 288. — III. Lag in effect of monetary policy, 291. — IV. Measurement of effects of monetary policy changes, 292.",William E. Gibson,,,,,,
https://doi.org/10.2307/1883016,Money and Income: Post Hoc Ergo Propter Hoc?,Volume 84,Issue 2,May,1970,"An ultra-Keyniesian model, 303. — A Friedman model, 310. — Comparisons of timing implications, 314.",James Tobin,,,,,,
https://doi.org/10.2307/1883017,Comment on Tobin,Volume 84,Issue 2,May,1970,"I. The influence of money on business, 318. — II. Evidence for the independent influence of money on business, 320. — III. Tobin's two models, 322. — IV. The Friedman model, 325. — V. Conclusion, 326.",Milton Friedman,,,,,,
https://doi.org/10.2307/1883018,Rejoinder,Volume 84,Issue 2,May,1970,,James Tobin,,,,,,
https://doi.org/10.2307/1883019,Traditional Welfare Norms for Specific Taxes,Volume 84,Issue 2,May,1970,"I. The popular demand curve analysis, 330. — II. Generalized possibility analysis, 333. — III. Conclusion, 336.",Charles J. Goetz,,,,,,
https://doi.org/10.2307/1883020,Professor Samuelson on Free Enterprise and Economic Inefficiency: A Comment,Volume 84,Issue 2,May,1970,,H. Stephen GraceJr,,,,,,
https://doi.org/10.2307/1883021,Professor Samuelson on Free Enterprise and Economic Inefficiency: Reply,Volume 84,Issue 2,May,1970,,Paul A. Samuelson,,,,,,
https://doi.org/10.2307/1879425,External Economies of Scale and Competitive Equilibrium,Volume 84,Issue 3,August,1970,"I. Introduction, 347. — II. Production functions and producer equilibrium, 352. — III. Demand functions and supply of labor, 356. — IV. Equilibrium under laissez-faire, 358. — V. Ideal output, 362. — VI. Taxes, bounties, and optimality rules, 366. — VII. Analysis in terms of consumers' surplus, 373. — VIII. Dynamic stability of the adjustment process, 381.",John S. Chipman,,,,,,
https://doi.org/10.2307/1879426,Firm Size and Research Activity: France and the United States,Volume 84,Issue 3,August,1970,"I. Introduction, 386. — II. Comparative concentration of research activity in France and the United States, 388. — III. Comparative absolute firm size and research intensity in France and the United States, 391. — IV. Comparative seller concentration and research intensity in France and the United States, 400. — V. Firm size and research intensity in France, 403. — VI. Study of other industrial economies, 407. — VII. Conclusions, 408.",William James Adams,,,,,,
https://doi.org/10.2307/1879427,Multiperiod Decision Models with Alternating Choice as a Solution to the Duopoly Problem,Volume 84,Issue 3,August,1970,"Introduction, 410. — Single-period versus multiperiod decision making, 411. — Simultaneous choice in a multiperiod process, 413. — Alternating choice in a multiperiod process, 416. — The method of backward induction, 417.— General quadratic profit functions, 420. — Reduced quadratic profit functions, 422. — Asymptotic results, 425. — The cost of competition and the benefits of trust, 427. — Conclusion, 428.",R. M. Cyert,M. H. DeGroot,,,,,
https://doi.org/10.2307/1879428,More on the Social Rate of Discount,Volume 84,Issue 3,August,1970,"I. Introduction, 430. — II. Internal rates of return and the ranking of projects, 434. — III. Calculating the opportunity cost of capital, 440. — IV. Conclusions, 449.",J. A. Seagraves,,,,,,
https://doi.org/10.2307/1879429,Corporate Financial Theory Under Uncertainty,Volume 84,Issue 3,August,1970,"I. Debt versus equity financing, 452: Investor portfolio choice, 454; Fundamental leverage theorem, 456; Leverage as an externality 456; Effect of no default risk: the “homemade leverage theorem,” 457; Corporate management and the capital markets, 458; Corporate capital budgets as a “public good,” 460. — II. The corporate investor: long-, margin-, and short-risk positions, 462. — Appendix: option financing, 467.",Vernon L. Smith,,,,,,
https://doi.org/10.2307/1879430,Friedman-Savage Utility Functions Consistent with Risk Aversion,Volume 84,Issue 3,August,1970,"I. Introduction, 472. — II. The model: assumptions and notation, 474. — III. Derivation of the model, 477. — IV. The utility of wealth, 478. — V. Borrowing constraints: an example, 480. — VI. Concluding remarks, 486.",Nils H. Hakansson,,,,,,
https://doi.org/10.2307/1879431,The Market for “Lemons”: Quality Uncertainty and the Market Mechanism,Volume 84,Issue 3,August,1970,"I. Introduction, 488. — II. The model with automobiles as an example, 489. — III. Examples and applications, 492. — IV. Counteracting institutions, 499. — V. Conclusion, 500.",George A. Akerlof,,,,,,
https://doi.org/10.2307/1879432,"Wage Bargains, Threshold Effects, and the Phillips Curve",Volume 84,Issue 3,August,1970,"I. The need for a study based on wage contracts, 601. — II. Hypotheses on structural differences, 503. — III. Data and methodology, 505. — IV. Estimates of the wage equations, 510. — V. Negotiated wage increases and the guideposts, 513. — VI. Conclusions, 516. — Appendix: calculation of the wage changes series for General Motors, 517.",Daniel S. Hamermesh,,,,,,
https://doi.org/10.2307/1879433,The Relationship Between Firm Size and Factor Price,Volume 84,Issue 3,August,1970,,Lowell R. Bassett,Thomas E. Borcherding,,,,,
https://doi.org/10.2307/1879434,Deposit Demand and the Pricing of Demand Deposits,Volume 84,Issue 3,August,1970,"The constraint on bank supply of demand deposits, 524. — Aggregative properties, 529. — Conclusions, 529.",Bruce C. Cohen,,,,,,
https://doi.org/10.2307/1879435,Switching of Techniques and Consumption Per Head,Volume 84,Issue 3,August,1970,,S. A. Ozga,,,,,,
https://doi.org/10.2307/1879436,Switching of Techniques and Consumption Per Head: An Economic Clarification,Volume 84,Issue 3,August,1970,,Michael Bruno,Edwin Burmeister,Eytan Sheshinski,,,,
https://doi.org/10.2307/1880839,The Effects of Unionization on the Distribution of Income: A General Equilibrium Approach,Volume 84,Issue 4,November,1970,"A geometrical analysis, 540. — A numerical analysis, 547. — A model with two types of labor, 558. — Monopoly elements, 559. — Concluding remarks, 560.",Harry G. Johnson,Peter Mieszkowski,,,,,
https://doi.org/10.2307/1880840,"Korean Rice, Taiwan Rice, and Japanese Agricultural Stagnation: An Economic Consequence of Colonialism",Volume 84,Issue 4,November,1970,"I. Empirical observation and hypothesis, 564. — Quantitative analysis, 574. — III. Findings and implications, 579.",Yujiro Hayami,V. W. Ruttan,,,,,
https://doi.org/10.2307/1880841,"The Impact of the Tariff on Some Selected Products of the U.S. Iron and Steel Industry, 1870–1914",Volume 84,Issue 4,November,1970,"I. Introduction, 590. — II. Effective tariff rates, 591. — III. Regression studies, 600. — IV. Summary, 603. — Appendix, 604.",V. Sundararajan,,,,,,
https://doi.org/10.2307/1880842,Products Liability: Implications of Some Changing Property Rights,Volume 84,Issue 4,November,1970,"Introduction, 611. — I. Developments concerning products liability, 612. — II. Implications of alternative assignments of liability, 616.",Roland N. McKean,,,,,,
https://doi.org/10.2307/1880843,Market Structure and Technological Progress: The Influence of Monopoly on Product Innovation,Volume 84,Issue 4,November,1970,"I. Introduction and summary, 627. — II. Assumptions, 629. — III. The monopoly and purely competitive decisions, 631. — IV. The generality of the results, 633. — V. Some concluding remarks, 635. — Appendix (to Section III), 636.",Peter L. Swan,,,,,,
https://doi.org/10.2307/1880844,The Use of Multivariate Analysis in Development Theory: A Critique of the Approach Adopted by Adelman and Morris,Volume 84,Issue 4,November,1970,"Introduction, 639. — Factor analysis, 639. — Discriminant analysis, 644.",A. C. Rayner,,,,,,
https://doi.org/10.2307/1880845,Factor Analysis and Gross National Product: A Comment,Volume 84,Issue 4,November,1970,"Variables and their scores, 648. — Validation procedures, 649. — Conclusions, 650.",Oscar T. Brookins,,,,,,
https://doi.org/10.2307/1880846,Factor Analysis and Gross National Product: A Reply,Volume 84,Issue 4,November,1970,"Brookins' comment, 651. — Rayner's comment, 659.",Irma Adelman,Cynthia Taft Morris,,,,,
https://doi.org/10.2307/1880847,A Theory of Conglomerate Mergers: Comment and Extension,Volume 84,Issue 4,November,1970,,Dennis E. Logue,Philippe A. Naert,,,,,
https://doi.org/10.2307/1880848,A Theory of Conglomerate Mergers: Comment,Volume 84,Issue 4,November,1970,,David R. Kamerschen,,,,,,
https://doi.org/10.2307/1880849,A Theory of Conglomerate Mergers: Reply,Volume 84,Issue 4,November,1970,,Dennis C. Mueller,,,,,,
https://doi.org/10.2307/1880850,Multiperiod Expectations and the Term Structure of Interest Rates: Comment,Volume 84,Issue 4,November,1970,,Rainer S. Masera,,,,,,
https://doi.org/10.2307/1880851,"Security, Default Allowances, and Risk Preference",Volume 84,Issue 4,November,1970,"I. Attitudes toward security and default allowances, 688. — II. Implications for credit market policy, 694.",John F. Chant,,,,,,
https://doi.org/10.2307/1880852,A Note on the Solution of Qualitative Comparative Static Problems,Volume 84,Issue 4,November,1970,,Joseph E. Burns,Peter Formuzis,,,,,
https://doi.org/10.2307/1880853,The Stagnation of Brazil's Exports: A Comment,Volume 84,Issue 4,November,1970,,Thomas C. Lowinger,,,,,,
https://doi.org/10.2307/1880854,A Note on Zeckhauser's “Majority Rule with Lotteries on Alternatives”: The Case of the Paradox of Voting,Volume 84,Issue 4,November,1970,"I. Introductory remarks, 705. — II. The paradox of voting under uncertainty: a special case, 706. — III. The unconstrained case and the importance of strategy constraints, 708.",Kenneth A. Shepsle,,,,,,
https://doi.org/10.2307/1880855,Ranking of Tariffs Under Monopoly Power in Trade: An Extension,Volume 84,Issue 4,November,1970,,John G. Riley,,,,,,
https://doi.org/10.2307/1881837,An Econometric Model of the Medicare System,Volume 85,Issue 1,February,1971,"I. An overview of the Medicare model, 4.—II. Supplementary medical insurance, 5.—III. Hospital admissions, 8.—IV. Extended care unit admissions, 11.—V. Hospital insurance benefits per hospital episode (HIBPHE), 12.—VI. Supplementary insurance benefits, 15.—VII. The reduced form of the Medicare system, 16.—VIII. Concluding remarks, 19.",Martin S. Feldstein,,,,,,
https://doi.org/10.2307/1881838,Earnings Inequality and Economic Development,Volume 85,Issue 1,February,1971,"I. An earnings model, 21. —II. Analysis of the explanatory variables, 23.—III. Empirical analysis, 33.—IV. Conclusion, 38.",Barry R. Chiswick,,,,,,
https://doi.org/10.2307/1881839,"Capital Accumulation, Labor Saving, and Labor Absorption Once More",Volume 85,Issue 1,February,1971,"I. Introduction, 40.—II. A neoclassical approach to labor absorption with factor price variability, 42.—III. Asian history and simulation: a look at the models' predictions, 49.—IV. Estimation with Philippine manufacturing data, 54.—V. Conclusion, 64.",Jeffrey G. Williamson,,,,,,
https://doi.org/10.2307/1881840,International Trade Theory Without Homogeneity,Volume 85,Issue 1,February,1971,"I. An alternative model, 66.—II. Production and trade, 68.—III. Summary and conclusions, 75.",James R. Melvin,,,,,,
https://doi.org/10.2307/1881841,A Disneyland Dilemma: Two-Part Tariffs for a Mickey Mouse Monopoly,Volume 85,Issue 1,February,1971,"I. Two-part tariffs and a discriminating monopoly, 78.—II. Determination of a uniform two-part tariff, 81.—III. Applications of two-part tariffs, 88.—Appendix: Mathematical derivation of a uniform two-part tariff, 93.",Walter Y. Oi,,,,,,
https://doi.org/10.2307/1881842,A Model of Short-Run Bank Behavior,Volume 85,Issue 1,February,1971,"I. Recent literature, 97.—II. The business of banking and the adjustment gap, 99.—III. The model, 101.—IV. Empirical results, 109.—V. Conclusions, 117.",Dennis J. Aigner,William R. Bryan,,,,,
https://doi.org/10.2307/1881843,Macroeconomic Policies and the Distribution of the World Money Supply,Volume 85,Issue 1,February,1971,"I. Solution of the model and the impact of monetary policy, 121.—II. Burden of adjustment and the foreign trade multiplier, 129.—III. Policy coordination, capital mobility, and sterilization, 133.",Don E. Roper,,,,,,
https://doi.org/10.2307/1881844,"A Note on John Kain's “Housing Segregation, Negro Employment and Metropolitan Decentralization”",Volume 85,Issue 1,February,1971,"I. Theory, 147.—II. Empirical results, 149.—III. Summary and conclusions, 155.—Appendix: Economic rationalisation for the nonlinear reduced form, 158.",Paul Offner,Daniel H. Saks,,,,,
https://doi.org/10.2307/1881845,Rejoinder,Volume 85,Issue 1,February,1971,,John F. Kain,,,,,,
https://doi.org/10.2307/1881846,Thresholds and Transactions Costs,Volume 85,Issue 1,February,1971,"Introduction, 163.—I. The threshold in principle, 164.—II. Thresholds or information costs? 166.—Conclusion, 169.",Nicos E. Devletoglou,,,,,,
https://doi.org/10.2307/1881847,A Note on “Trickling Down”,Volume 85,Issue 1,February,1971,"I. Introduction, 171.—II. The poverty curve, 171.—III. Empirical results of the poverty curve approach, 173.—IV. A more direct approach, 174. —V. Further extensions, 177.",Lewis J. Perl,Loren M. Solnick,,,,,
https://doi.org/10.2307/1881848,A Welfare Function Using “Relative Intensity” of Preference,Volume 85,Issue 1,February,1971,,Frank DeMeyer,Charles R. Plott,,,,,
https://doi.org/10.2307/1881849,"American Trade Union Growth, 1900–1960; A Comment",Volume 85,Issue 1,February,1971,"I. The Ashenfelter-Pencavel model, 187.—II. An alternative model, 190.",R. B. Mancke,,,,,,
https://doi.org/10.2307/1880701,Foreign Exchange Shadow Prices: A Critical Review of Current Theories,Volume 85,Issue 2,May,1971,"I. Introduction, 197. — II. The welfare approach, 198. — III. Costs of producing foreign exchange, 207. — IV. Equilibrium and parity exchange rates, 213. — V. Comparisons of the methods and a recommended evaluation rule, 220.",Edmar Bacha,Lance Taylor,,,,,
https://doi.org/10.2307/1880702,Intermediate Goods in International Trade with Variable Proportions and Two Primary Inputs,Volume 85,Issue 2,May,1971,"I. Introduction, 225. — II. The two-factor, fixed-proportions model, 225. — III. The single-factor, variable proportions model, 227. — IV. The two-factor, variable proportions model, 228. — V. Some implications, 232.",Robert D. Waene,,,,,,
https://doi.org/10.2307/1880703,"Satisficing, Selection, and the Innovating Remnant",Volume 85,Issue 2,May,1971,"I. Introduction: Managerialism, behavioralism, and the competitive model, 237. — II. Firm decision processes and the “as if” argument, 240. — III. Selection, decision rules, and competitive outcomes, 244. — IV. A competitive industry: Orthodox analysis, 248. — V. A competitive industry: Assumptions of the selection model, 249. — VI. Proof of the theorem, 254. — VII. Extensions and generalizations, 257. — VIII. Schumpeterian competition, 259. — IX. Concluding comments, 260. — Appendix: Proof of the existence of competitive equilibrium, 261.",Sidney G. Winter,,,,,,
https://doi.org/10.2307/1880704,Material Balances Under Uncertainty,Volume 85,Issue 2,May,1971,"I. Introduction, 262. — II. The economic environment, 263. — III. Mechanics of planning, 265. — IV. Material reserves, 266. — V. Plan formulation and material balances. 267. — VI. Effects of uncertainty, 268. — VII. Plan execution and the costs of incorrect planning, 270. — VIII. Short- and long-term plans, 272. — IX. Optimal planning and dynamics programming, 273. — X. Sensitivity analysis, 276. — XI. Concluding remarks, 278. — Appendix: Proof of the form of an optimal policy, 278.",Martin L. Weitzman,,,,,,
https://doi.org/10.2307/1880705,Bank Preferences and Government Security Yields,Volume 85,Issue 2,May,1971,"Introduction, 283. — I. The portfolio manager's preference for current income and capital gains, 284. — II. Bank preferences and market yields, 289. — III. The values of zi and b derived from market yields, 292. — IV. The values of zj and b derived from a present value analysis, 294. — Conclusion, 301. — Appendix, 301.",Charles R. Wolf,,,,,,
https://doi.org/10.2307/1880706,"Financial Panics: Their Implications for the Mix of Domestic and Foreign Investments of Great Britain, 1880–1913*",Volume 85,Issue 2,May,1971,"I. Goals and methodology, 304. — II. The Cairncross theory, 306. — III. Construction of a model, 308. — IV. Testing the model, 311. — V. The results and their implications, 318. — VI. A simple correlation analysis, 322. — VII. Conclusions, 324.",James M. Stone,,,,,,
https://doi.org/10.2307/1880707,The Income Distribution as a Pure Public Good,Volume 85,Issue 2,May,1971,"I. The optimum income distribution from a voluntary theory of exchange, 329. — II. A complication, 333. — III. The mathematics, 333. — IV. Conclusions, 335.",Lester C. Thurow,,,,,,
https://doi.org/10.2307/1880708,Some Comments on the Role of Demand and Investment in Long-Term Growth,Volume 85,Issue 2,May,1971,"I. The ratchet effect and the capacity output, 337. — II. Some peculiar characteristics of the Duesenberry growth and cycle model, 342.",Shigeo Minabe,,,,,,
https://doi.org/10.2307/1880709,Some Comments on the Role of Demand and Investment in Long-Term Growth: A Reply,Volume 85,Issue 2,May,1971,,John Cornwall,,,,,,
https://doi.org/10.2307/1880711,Swaps and Roosa Bonds as an Index of the Cost of Cooperation in the “Crisis Zone”,Volume 85,Issue 2,May,1971,"I. Introduction, 349. — II. Swaps and Roosa Bonds as substitutes for conversion of dollars into gold, 349. — III. A portfolio behavior model for reserve assets, 351. — IV. Empirical results, 353. — V. Summary and conclusions, 355. — Appendix, 355.",John H. Makin,,,,,,
https://doi.org/10.2307/1880712,"Inventories, Production Smoothing, and the Flexible Accelerator",Volume 85,Issue 2,May,1971,,Paul Darling,Michael C. Lovell,,,,,
https://doi.org/10.2307/1885927,Economics of Athenian Drama: Its Relevance for the Arts in a Small City Today,Volume 85,Issue 3,August,1971,"I. The Greek audience, 366. — II. Financing the Greek festival, 370. — III. The magnitude of the financial burden, 373. — IV. Concluding comment: Relevance for contemporary urban planning, 375.",William J. Baumol,,,,,,
https://doi.org/10.2307/1885928,Economic Growth and International Trade in Pure Theory,Volume 85,Issue 3,August,1971,"I. Introduction, 377. — II. The rate of growth, existence, and stability of equilibrium for a small open economy, 378. — III. The terms of trade and the growth solution for a small open economy, 382. — IV. The rate of growth, existence, and stability of equilibrium in a large open economy, 384. — V. The open economy growth model and technological progress, 386. — VI. The golden rule solutions, 390.",Jaroslav Vanek,,,,,,
https://doi.org/10.2307/1885929,Sources of Growth in Less Developed Countries: A Cross-Section Study,Volume 85,Issue 3,August,1971,"I. Introduction, 391. — II. Notation and data, 392. — III. Growth models, 393. — IV. Regression results, 400.—V. Sources of growth, 402.—VI. Conclusion, 408.",Sherman Robinson,,,,,,
https://doi.org/10.2307/1885930,A Utilitarian Approach to the Concept of Equality in Public Expenditures,Volume 85,Issue 3,August,1971,"I. The formal statement of the model and the analysis of input equality, 410. —H. Output equality, 411. —III. The case of objectively measurable outputs, 413. — IV. Comments, 415.",Kenneth J. Arrow,,,,,,
https://doi.org/10.2307/1885931,The Analysis of Revenue Sharing in a New Approach to Collective Fiscal Decisions,Volume 85,Issue 3,August,1971,"I. The analytic framework, 418. — II. Revenue sharing in a Lindahl model, 420. — III. Revenue sharing and majority rule, 423. — IV. Revenue sharing in a more general framework, 426. — V. When revenue sharing differs from income redistribution, 430. — VI. A system with many clubs, 432. — VII. Concluding remarks, 434. — Appendix: A general theorem, 435.",David F. Bradford,Wallace E. Oates,,,,,
https://doi.org/10.2307/1885932,The Effect of Uncertainty on Resource Allocation in a General Equilibrium Model,Volume 85,Issue 3,August,1971,"I. Introduction, 440. — II. Some partial equilibrium results, 442. — III. Model One: Bandom labor supply, 444.—IV. Model Two: Random production parameter, 453.—V. Summary and conclusions, 458.—Appendix, 458.",Thomas J. Rothenberg,Kenneth R. Smith,,,,,
https://doi.org/10.2307/1885933,A Theory of Linear Profit-Sharing Incentives,Volume 85,Issue 3,August,1971,"I. Introduction to the general model, 460. —II. The problem of contractual incentives, 466. — III. Factors affecting the selection of an optimal incentive function, 470. —IV. Variation in the utility functions, 477. —V. Extension of results to Case II and Case II, 480. —VI. Government incentive contracts as a special case of the linear profit-sharing model, 480.—VII. Summary and conclusions, 481.",Marvin Berhold,,,,,,
https://doi.org/10.2307/1885934,Nonconstant Returns to Scale and the Technical Change Frontier,Volume 85,Issue 3,August,1971,"I. Introduction, 483. — II. The model, 484. — III. Analysis of the model, 487. —IV. Conclusion, 492.",John Conlisk,,,,,,
https://doi.org/10.2307/1885935,The Seigniorage Gain of an International Currency: An Empirical Test,Volume 85,Issue 3,August,1971,"I. The concept of seigniorage, 495. — II. Its practical significance in the British case, 496. — III. The gross seigniorage gain from sterling, 498. — IV. The offsetting interest cost of the sterling balances, 502.",Benjamin J. Cohen,,,,,,
https://doi.org/10.2307/1885936,Factor Analysis and Growth: An Empirical Test,Volume 85,Issue 3,August,1971,,Gustav F. Papanek,,,,,,
https://doi.org/10.2307/1885937,Risk and Corporate Rates of Return: Comment,Volume 85,Issue 3,August,1971,"I. Oligopoly, risk, and rates of return, 514.— II. Factor payments and risk aversion, 516.",R. E. Caves,B. S. Yamey,,,,,
https://doi.org/10.2307/1885938,Risk and Corporate Rates of Return: Reply,Volume 85,Issue 3,August,1971,,I. N. Fisher,G. R. Hall,,,,,
https://doi.org/10.2307/1885939,Option Demand and Consumer Surplus: Comment,Volume 85,Issue 3,August,1971,,D. R. Byerlee,,,,,,
https://doi.org/10.2307/1885940,Option Demand and Consumer Surplus: Further Comment,Volume 85,Issue 3,August,1971,"Introduction, 528. — The framework of the model, 530. — Demand uncertainty and option value, 533. — Some extensions of the model, 536. — Conclusions and policy implications, 537.",Charles J. Cicchetti,A. Myrick FreemanIII,,,,,
https://doi.org/10.2307/1885941,Off-Farm Work: A Marginal Analysis,Volume 85,Issue 3,August,1971,,Paul Polzin,Peter MacDonald,,,,,
https://doi.org/10.2307/1885942,A Note on the Transactions Demand for Cash,Volume 85,Issue 3,August,1971,,Russell D. Morris,,,,,,
https://doi.org/10.2307/1882268,The Optimal Distribution of Income,Volume 85,Issue 4,November,1971,"I. Introduction, 551. — II. The general model, 552. — III. Specification of the model, 555. — IV. The results, 567. — V. Conclusions, 576. — Appendix, 578.",Ray C. Fair,,,,,,
https://doi.org/10.2307/1882269,Empirical Support for the Theory of Induced Innovations,Volume 85,Issue 4,November,1971,"I. The problem, 580. — II. Characteristics of the data, 583. — III. Indications derived from time series, 587. — IV. Cross-section relations of labor share to capital intensity, 590. — V. Cross sections involving input prices and measures of technological progress, 594. — VI. Conclusions, 602.",William Fellner,,,,,,
